0.3853208301752743		SimpleArgument(April 10 , 1971 ),List([101, 118)))	Relation(was the head of,List([119, 134)))	SimpleArgument(several regional party committees,List([135, 168)))	Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971) was a Soviet Lieutenant General and the head of several regional party committees in the Ukrainian SSR.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as,List([39, 45), [46, 48)))	SimpleArgument(the First Secretary of four regional party committees , including three in Ukraine ( Vinnytsia Oblast from 1945-1951 Zhytomyr Oblast from 1957-1961 ) and one in Russia,List([49, 216)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.29886655727758943		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including , Poltava Oblast from 1951-1955 from 1957-1961 from,List([16, 20), [39, 151), [152, 161)))	TemporalArgument(1945 to 1961,List([21, 33)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.547338059826203		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including , Poltava Oblast from 1951-1955 from 1957-1961 After,List([0, 5), [39, 151), [152, 161)))	TemporalArgument(the war,List([6, 13)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as,List([39, 45), [46, 48)))	SimpleArgument(the First Secretary of four regional party committees , including , Poltava Oblast from 1951-1955 from 1957-1961,List([49, 161)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.36123317708488234		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including three in Ukraine ( Vinnytsia Oblast from 1945-1951 Poltava Oblast from 1951-1955 from 1957-1961 ) and one in Russia from,List([16, 20), [39, 223), [224, 230)))	TemporalArgument(1945 to 1961,List([21, 33)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.6160004474461185		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including three in Ukraine ( Vinnytsia Oblast from 1945-1951 Poltava Oblast from 1951-1955 from 1957-1961 ) and one in Russia After,List([0, 5), [39, 223), [224, 230)))	TemporalArgument(the war,List([6, 13)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as,List([39, 45), [46, 48)))	SimpleArgument(the First Secretary of four regional party committees , including three in Ukraine ( Vinnytsia Oblast from 1945-1951 Poltava Oblast from 1951-1955 from 1957-1961 ) and one in Russia,List([49, 230)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([0, 2)))	Relation(was also,List([3, 11)))	SimpleArgument(a member of the Central Committee of the Communist Party of the Ukrainian SSR from 1960-1961 from 1956-1961,List([12, 119)))	He was also a member of the Central Committee of the Communist Party of the Ukrainian SSR from 1949–1956 and 1960–1961 and of the Central Committee of the Communist Party of the Soviet Union from 1956-1961.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([0, 2)))	Relation(was also,List([3, 11)))	SimpleArgument(a member of the Central Committee of the Communist Party of the Ukrainian SSR from 1949-1956 from 1956-1961,List([12, 119)))	He was also a member of the Central Committee of the Communist Party of the Ukrainian SSR from 1949–1956 and 1960–1961 and of the Central Committee of the Communist Party of the Soviet Union from 1956-1961.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([0, 2)))	Relation(was also,List([3, 11)))	SimpleArgument(a member of the Central Committee of the Communist Party of the Ukrainian SSR of the Central Committee of the Communist Party of the Soviet Union from 1956-1961,List([12, 172)))	He was also a member of the Central Committee of the Communist Party of the Ukrainian SSR from 1949–1956 and 1960–1961 and of the Central Committee of the Communist Party of the Soviet Union from 1956-1961.
