0.9314904193639496		SimpleArgument(a leading engineering company,List([43, 72)))	Relation(based in,List([73, 78), [79, 81)))	SpatialArgument(India,List([82, 87)))	Tube Investments of India Ltd.   (TII ) is a leading engineering company based in India.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Coromandel International Ltd. ( India ) Ltd.,List([41, 85)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.38089450366724514		SimpleArgument(Insurance Company Ltd.,List([66, 88)))	Relation([is] General [of],List([58, 65)))	SimpleArgument(Cholamandalam MS,List([41, 57)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9728765384594719		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Cholamandalam MS General Insurance Company Ltd. ( India ) Ltd.,List([41, 103)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Company Ltd. ( India ) Ltd.,List([41, 68)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Finance ( India ) Ltd.,List([41, 63)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Cholamandalam Investment ( India ) Ltd.,List([41, 80)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Carborundum Universal Ltd. ( India ) Ltd.,List([41, 82)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.944056173886228		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is engaged in,List([31, 41), [42, 44)))	SimpleArgument(manufacturing of precision steel industrial chains,List([45, 95)))	Tube Investments of India Ltd. is engaged in manufacturing of precision steel tubes and strips, car doorframes, automotive and industrial chains and bicycles .
0.944056173886228		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is engaged in,List([31, 41), [42, 44)))	SimpleArgument(manufacturing of precision steel automotive chains,List([45, 95)))	Tube Investments of India Ltd. is engaged in manufacturing of precision steel tubes and strips, car doorframes, automotive and industrial chains and bicycles .
0.944056173886228		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is engaged in,List([31, 41), [42, 44)))	SimpleArgument(manufacturing of precision steel bicycles,List([45, 86)))	Tube Investments of India Ltd. is engaged in manufacturing of precision steel tubes and strips, car doorframes, automotive and industrial chains and bicycles .
0.944056173886228		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is engaged in,List([31, 41), [42, 44)))	SimpleArgument(manufacturing of precision steel car doorframes,List([45, 92)))	Tube Investments of India Ltd. is engaged in manufacturing of precision steel tubes and strips, car doorframes, automotive and industrial chains and bicycles .
0.944056173886228		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is engaged in,List([31, 41), [42, 44)))	SimpleArgument(manufacturing of precision steel strips,List([45, 84)))	Tube Investments of India Ltd. is engaged in manufacturing of precision steel tubes and strips, car doorframes, automotive and industrial chains and bicycles .
0.944056173886228		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is engaged in,List([31, 41), [42, 44)))	SimpleArgument(manufacturing of precision steel tubes,List([45, 83)))	Tube Investments of India Ltd. is engaged in manufacturing of precision steel tubes and strips, car doorframes, automotive and industrial chains and bicycles .
0.45243121649964957		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 2)))	Relation(operates,List([3, 11)))	SimpleArgument(TI Cycles of TI Metal Forming,List([44, 73)))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
0.45243121649964957		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 2)))	Relation(operates,List([3, 11)))	SimpleArgument(TI Cycles of TIDC India,List([44, 67)))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
0.45243121649964957		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 2)))	Relation(operates,List([3, 11)))	SimpleArgument(TI Cycles of India,List([44, 62)))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
0.4978219019954182		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 2)))	Relation(is headquartered in,List([3, 19), [20, 22)))	SpatialArgument(Chennai , Tamil Nadu,List([23, 43)))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
0.515999972820282		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 0)))	Relation(has [number of] manufacturing facilities,List([0, 0)))	SimpleArgument(18,List(null))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
0.9990000128746033		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 0)))	Relation(has,List([0, 0)))	SimpleArgument(18 manufacturing facilities,List(null))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
0.5680679595514976		SimpleArgument(Wendt (India) Ltd. Tube Investments of India Ltd.,List([0, 2)))	Relation(has,List([3, 6)))	SimpleArgument(18 manufacturing facilities throughout India,List([7, 51)))	It operates through four divisions namely, TI Cycles of India, Tube Products of India, TIDC India and TI Metal Forming and  has 18 manufacturing facilities throughout India and is headquartered in Chennai, Tamil Nadu, India.
