0.9445721975409912		SimpleArgument(Michael Lantz,List([0, 13)))	Relation(born,List([16, 20)))	TemporalArgument(April 6 , 1908 - April 1988,List([21, 48)))	Michael Lantz (born April 6, 1908-April 1988) American sculptor and medalist.
0.9465700733097024		SimpleArgument(The models that Lantz submitted for the competition,List([0, 51)))	Relation(are in,List([52, 55), [60, 62)))	SimpleArgument(the collections of the Smithsonian American Art Museum,List([63, 117)))	The models that Lantz submitted for the competition are now in the collections of the Smithsonian American Art Museum.
0.8854165384090559		SimpleArgument(The models that Lantz submitted for the competition,List([0, 51)))	Relation(are in the collections of the Smithsonian American Art Museum,List([52, 55), [60, 117)))	TemporalArgument(now,List([56, 59)))	The models that Lantz submitted for the competition are now in the collections of the Smithsonian American Art Museum.
0.8872966301155124		SimpleArgument(The models,List([0, 10)))	Relation(submitted for,List([22, 31), [32, 35)))	SimpleArgument(the anonymous competition organized by the Department of the Treasury,List([36, 51)))	The models that Lantz submitted for the competition are now in the collections of the Smithsonian American Art Museum.
0.9192653036176239		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(created,List([6, 13)))	SimpleArgument(other sculptures for sites across the United States , including a statue of St. Avoid for the Memorial near St. Avoid,List([14, 131)))	Lantz created other sculptures for buildings and sites across the United States, including a statue of St. Avoid for the Lorraine American Cemetery and Memorial near St. Avoid, France.
0.9192653036176239		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(created,List([6, 13)))	SimpleArgument(other sculptures for sites across the United States , including a statue of St. Avoid for the Lorraine American Cemetery,List([14, 134)))	Lantz created other sculptures for buildings and sites across the United States, including a statue of St. Avoid for the Lorraine American Cemetery and Memorial near St. Avoid, France.
0.9192653036176239		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(created,List([6, 13)))	SimpleArgument(other sculptures for buildings across the United States , including a statue of St. Avoid for the Memorial near St. Avoid,List([14, 135)))	Lantz created other sculptures for buildings and sites across the United States, including a statue of St. Avoid for the Lorraine American Cemetery and Memorial near St. Avoid, France.
0.9192653036176239		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(created,List([6, 13)))	SimpleArgument(other sculptures for buildings across the United States , including a statue of St. Avoid for the Lorraine American Cemetery,List([14, 138)))	Lantz created other sculptures for buildings and sites across the United States, including a statue of St. Avoid for the Lorraine American Cemetery and Memorial near St. Avoid, France.
0.5733539311623552		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([0, 2)))	Relation(designed,List([8, 16)))	SimpleArgument(historical seals , including one in the Smithsonian American Art Museum,List([17, 88)))	He also designed commemorative and historical medals and seals, including one in the Smithsonian American Art Museum.
0.5733539311623552		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([0, 2)))	Relation(designed,List([8, 16)))	SimpleArgument(commemorative seals , including one in the Smithsonian American Art Museum,List([17, 91)))	He also designed commemorative and historical medals and seals, including one in the Smithsonian American Art Museum.
0.41051436014453063		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([0, 2)))	Relation(designed,List([8, 16)))	SimpleArgument(historical medals,List([17, 34)))	He also designed commemorative and historical medals and seals, including one in the Smithsonian American Art Museum.
0.5733539311623552		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([0, 2)))	Relation(designed,List([8, 16)))	SimpleArgument(commemorative medals , including one in the Smithsonian American Art Museum,List([17, 92)))	He also designed commemorative and historical medals and seals, including one in the Smithsonian American Art Museum.
0.3853208301752743		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([61, 63)))	Relation(was editor of,List([64, 77)))	SimpleArgument(its publication,List([78, 93)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.8847999636040884		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(was a member of,List([6, 21)))	SimpleArgument(the National Sculpture Society,List([22, 52)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.5961061943937731		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([61, 63)))	Relation(was editor of its publication,List([64, 67), [68, 93)))	SpatialArgument(the National Sculpture Society,List([22, 52)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.3723576963542719		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([61, 63)))	Relation(was,List([64, 67)))	SimpleArgument(editor of its publication,List([68, 93)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.9040259452709256		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(was,List([6, 9)))	SimpleArgument(a member of the National Sculpture Society,List([10, 52)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.6753309180785847		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(served as its president from,List([6, 12), [13, 29), [30, 34)))	TemporalArgument(1970 to 1973,List([35, 47)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.7620599808598616		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(served as,List([6, 12), [13, 15)))	SimpleArgument(its president,List([16, 29)))	Lantz was a member of the National Sculpture Society, where he was editor of its publication, the Sculpture Review, from 1955 to 1957 and 1973 to 1984, and served as its president from 1970 to 1973.
0.15939332484157967		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([0, 2)))	Relation(was awarded in,List([3, 14), [32, 34)))	TemporalArgument(1968,List([35, 39)))	He was awarded the Saltus Award in 1968.
0.4978219019954182		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([0, 2)))	Relation(was awarded,List([3, 14)))	SimpleArgument(the Saltus Award,List([15, 31)))	He was awarded the Saltus Award in 1968.
0.29886655727758943		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([8, 10)))	Relation(became a full Academician In,List([0, 2), [11, 24), [25, 36)))	TemporalArgument(1951,List([3, 7)))	In 1951 he was elected into the National Academy of Design as an Associate member and became a full Academician in 1954.
0.22506131975927415		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([8, 10)))	Relation(became a full Academician in,List([11, 17), [18, 36), [37, 39)))	TemporalArgument(1954,List([40, 44)))	In 1951 he was elected into the National Academy of Design as an Associate member and became a full Academician in 1954.
0.4978219019954182		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([8, 10)))	Relation(became,List([11, 17)))	SimpleArgument(a full Academician,List([18, 36)))	In 1951 he was elected into the National Academy of Design as an Associate member and became a full Academician in 1954.
0.29886655727758943		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([8, 10)))	Relation(was elected into the National Academy of Design In,List([0, 14), [15, 51), [52, 58)))	TemporalArgument(1951,List([3, 7)))	In 1951 he was elected into the National Academy of Design as an Associate member and became a full Academician in 1954.
0.4978219019954182		SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([8, 10)))	Relation(was elected into,List([11, 22), [23, 27)))	SimpleArgument(the National Academy of Design,List([28, 58)))	In 1951 he was elected into the National Academy of Design as an Associate member and became a full Academician in 1954.
0.8847999636040884		SimpleArgument(Walter Lantz,List([16, 28)))	Relation([is] brother [of],List([8, 15)))	SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Lantz's brother Walter Lantz is well known as the creator of Woody Woodpecker.
0.902318928242591		SimpleArgument(Lantz's brother,List([0, 15)))	Relation(is known as,List([29, 31), [37, 42), [43, 45)))	SimpleArgument(the creator of Woody Woodpecker,List([46, 77)))	Lantz's brother Walter Lantz is well known as the creator of Woody Woodpecker.
0.9485479188231729		SimpleArgument(the National Sculpture Society,List([0, 30)))	Relation(awards,List([31, 37)))	SimpleArgument(the Walter and Michael Lantz Prize,List([38, 72)))	The National Sculpture Society awards the Walter and Michael Lantz Prize on an annual basis.
0.9105129651916236		SimpleArgument(Winners,List([0, 7)))	Relation(include,List([8, 15)))	SimpleArgument(Andrew DeVries in 1991,List([16, 38)))	Winners include Andrew DeVries in 1991.
