0.8922134770359479		SimpleArgument(Shao-Wu WANG Mr. Wang Shaowu,List([0, 28)))	Relation(was born in,List([29, 37), [46, 48)))	SpatialArgument(the Chinese province of XinJiang,List([49, 81)))	Shao-Wu WANG Mr. Wang Shaowu was born in 1972 in the Chinese province of XinJiang.
0.8606851077159242		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(was appointed,List([5, 8), [15, 24)))	SimpleArgument(the department director of the vice director of the violin department,List([25, 94)))	Wang was later appointed the department director of chamber music and the vice director of the violin department.
0.669082370911038		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(was appointed the department director of chamber music,List([5, 8), [15, 24), [25, 65)))	TemporalArgument(later,List([9, 14)))	Wang was later appointed the department director of chamber music and the vice director of the violin department.
0.7939138237950305		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(was appointed,List([5, 8), [15, 24)))	SimpleArgument(the department director of chamber music,List([25, 65)))	Wang was later appointed the department director of chamber music and the vice director of the violin department.
0.9250606141558615		SimpleArgument(the high school,List([57, 72)))	Relation(affiliated with,List([73, 83), [84, 88)))	SimpleArgument(the Central Conservatory of Music,List([89, 122)))	He also supervised over the viola instruction program at the high school affiliated with the Central Conservatory of Music.
0.41051436014453063		SimpleArgument(Mr. Wang Shaowu,List([0, 2)))	Relation(supervised over,List([8, 18), [19, 23)))	SimpleArgument(the viola instruction program at the high school,List([24, 72)))	He also supervised over the viola instruction program at the high school affiliated with the Central Conservatory of Music.
0.876543225140763		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(formed,List([5, 11)))	"SimpleArgument(the "" Central Music Quartet,List([12, 39)))"	"Wang formed the ""Beijing Quartet"" and the ""Central Music Quartet"" with his colleagues."
0.876543225140763		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(formed,List([5, 11)))	"SimpleArgument(the "" Beijing Quartet,List([12, 33)))"	"Wang formed the ""Beijing Quartet"" and the ""Central Music Quartet"" with his colleagues."
0.9597492605074653		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous string masters , such as YOYO MA,List([19, 113)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.9597492605074653		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous string masters , such as ISAAC STERN,List([19, 117)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.9597492605074653		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous string masters , such as ROSTROPOVICH,List([19, 118)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.9597492605074653		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous string masters , such as AMADEUS QUARTET,List([19, 121)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.9597492605074653		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous string masters , such as KODALY QUARTET,List([19, 120)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.9597492605074653		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous string masters , such as the BORODIN QUARTET,List([19, 125)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.9519590039007286		SimpleArgument(These quartets,List([0, 14)))	Relation(had,List([15, 18)))	SimpleArgument(the opportunity of collaborating with many of the most famous quartets,List([19, 89)))	These quartets had the opportunity of collaborating with many of the most famous quartets and string masters, such as the BORODIN QUARTET, KODALY QUARTET, AMADEUS QUARTET, ROSTROPOVICH, ISAAC STERN, and YOYO MA.
0.944056173886228		SimpleArgument(Many of Wang 's students,List([0, 24)))	Relation(have won,List([25, 33)))	SimpleArgument(second place prizes,List([34, 53)))	Many of Wang's students have won first and second place prizes in numerous national viola competitions, as well as many individual performance awards.
0.944056173886228		SimpleArgument(Many of Wang 's students,List([0, 24)))	Relation(have won,List([25, 33)))	SimpleArgument(first place prizes,List([34, 52)))	Many of Wang's students have won first and second place prizes in numerous national viola competitions, as well as many individual performance awards.
0.8223601324187952		SimpleArgument(One of his students,List([0, 19)))	Relation(is,List([29, 31)))	SimpleArgument(the current viola section principal of the Toronto Symphony Orchestra,List([32, 101)))	One of his students, LiTeng, is the current viola section principal of the Toronto Symphony Orchestra.
0.7532657647087118		SimpleArgument(Mr. Wang Shaowu,List([9, 13)))	Relation(was awarded In,List([0, 17), [18, 25)))	TemporalArgument(2002,List([3, 7)))	In 2002, Wang was awarded a DAAD scholarship.
0.876543225140763		SimpleArgument(Mr. Wang Shaowu,List([9, 13)))	Relation(was awarded,List([14, 25)))	SimpleArgument(a DAAD scholarship,List([26, 44)))	In 2002, Wang was awarded a DAAD scholarship.
0.5961061943937731		SimpleArgument(Mr. Wang Shaowu,List([65, 67)))	Relation(studied,List([68, 75)))	SpatialArgument(Germany,List([50, 57)))	He then attended the Hochschule für Musik Köln in Germany, where he studied under Professor Matthias Buchholz.
0.4978219019954182		SimpleArgument(Mr. Wang Shaowu,List([65, 67)))	Relation(studied under,List([68, 75), [76, 81)))	SpatialArgument(Professor Matthias Buchholz,List([82, 109)))	He then attended the Hochschule für Musik Köln in Germany, where he studied under Professor Matthias Buchholz.
0.3048426724432105		SimpleArgument(Mr. Wang Shaowu,List([0, 2)))	Relation(attended the Hochschule für Musik Köln,List([8, 16), [17, 46)))	TemporalArgument(then,List([3, 7)))	He then attended the Hochschule für Musik Köln in Germany, where he studied under Professor Matthias Buchholz.
0.45592395356914683		SimpleArgument(Mr. Wang Shaowu,List([0, 2)))	Relation(attended the Hochschule für Musik Köln in,List([8, 16), [17, 46), [47, 49)))	SpatialArgument(Germany,List([50, 57)))	He then attended the Hochschule für Musik Köln in Germany, where he studied under Professor Matthias Buchholz.
0.45592395356914683		SimpleArgument(Mr. Wang Shaowu,List([0, 2)))	Relation(attended,List([8, 16)))	SimpleArgument(the Hochschule für Musik Köln,List([17, 46)))	He then attended the Hochschule für Musik Köln in Germany, where he studied under Professor Matthias Buchholz.
0.6753309180785847		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(completed his Masters Degree in,List([5, 14), [15, 33), [34, 36)))	TemporalArgument(2004,List([37, 41)))	Wang completed his Masters Degree in 2004.
0.7939796849245363		SimpleArgument(Mr. Wang Shaowu,List([0, 4)))	Relation(completed,List([5, 14)))	SimpleArgument(his Masters Degree,List([15, 33)))	Wang completed his Masters Degree in 2004.
0.5508709715731925		SimpleArgument(Mr. Wang Shaowu,List([16, 18)))	Relation(got accepted,List([19, 31)))	TemporalArgument(That same year,List([0, 14)))	"That same year, he got accepted into the Hochschule für Musik Köln's KONZARTEXAMEN ""Music Master Class"", pursing the highest performance diploma in music."
0.6138676038426771		SimpleArgument(Mr. Wang Shaowu,List([16, 18)))	Relation(got accepted into,List([19, 31), [32, 36)))	"SimpleArgument(the Hochschule für Musik Köln's KONZARTEXAMEN ""Music Master Class,List([37, 102)))"	"That same year, he got accepted into the Hochschule für Musik Köln's KONZARTEXAMEN ""Music Master Class"", pursing the highest performance diploma in music."
0.6193701370727519		SimpleArgument(Mr. Wang Shaowu,List([16, 18)))	"Relation(got accepted into the Hochschule für Musik Köln 's KONZARTEXAMEN "" Music Master Class,List([19, 22), [23, 102)))"	TemporalArgument(That same year,List([0, 14)))	"That same year, he got accepted into the Hochschule für Musik Köln's KONZARTEXAMEN ""Music Master Class"", pursing the highest performance diploma in music."
0.6783685094789625		SimpleArgument(Mr. Wang Shaowu,List([16, 18)))	Relation(got,List([19, 22)))	"SimpleArgument(accepted into the Hochschule für Musik Köln's KONZARTEXAMEN ""Music Master Class,List([23, 102)))"	"That same year, he got accepted into the Hochschule für Musik Köln's KONZARTEXAMEN ""Music Master Class"", pursing the highest performance diploma in music."
