0.8896176678897285		SimpleArgument(a record label,List([17, 31)))	Relation(set up by,List([32, 38), [47, 49)))	SimpleArgument(folklorist Peter B. Lowry,List([50, 75)))	Trix Records was a record label set up in 1972 by folklorist Peter B. Lowry.
0.9542225327267282		SimpleArgument(Lowry 's long - time partner,List([0, 28)))	Relation(ran,List([47, 50)))	SimpleArgument(things,List([51, 57)))	Lowry's long-time partner, Roberta Casey, ran things in the nineties and helped immensely in arranging the sale of its eighteen issued LP master tapes to Joe Fields of Muse Records.
0.5032934932990161		SimpleArgument(the latter,List([108, 118)))	Relation(has issued Honeyboy CDs to,List([119, 129), [130, 142), [143, 145)))	SimpleArgument(date,List([146, 150)))	The catalogue was later sold by Fields to 32 Jazz Records; more recently purchased by Savoy Jazz (JVC) - the latter has issued only Lockwood and Honeyboy CDs to date.
0.5494009571436029		SimpleArgument(the latter,List([108, 118)))	Relation(has issued,List([119, 129)))	SimpleArgument(Honeyboy CDs,List([130, 142)))	The catalogue was later sold by Fields to 32 Jazz Records; more recently purchased by Savoy Jazz (JVC) - the latter has issued only Lockwood and Honeyboy CDs to date.
0.5032934932990161		SimpleArgument(the latter,List([108, 118)))	Relation(has issued only Lockwood CDs to,List([119, 129), [130, 147), [148, 150)))	SimpleArgument(date,List([151, 155)))	The catalogue was later sold by Fields to 32 Jazz Records; more recently purchased by Savoy Jazz (JVC) - the latter has issued only Lockwood and Honeyboy CDs to date.
0.5494009571436029		SimpleArgument(the latter,List([108, 118)))	Relation(has issued,List([119, 129)))	SimpleArgument(only Lockwood CDs,List([130, 147)))	The catalogue was later sold by Fields to 32 Jazz Records; more recently purchased by Savoy Jazz (JVC) - the latter has issued only Lockwood and Honeyboy CDs to date.
0.9090467075914244		SimpleArgument(Its roster ( released on LP ) at the time,List([0, 41)))	Relation(included,List([42, 50)))	SimpleArgument(blues artists such as Eddie Kirkland , Peg Leg Sam , Frank Edwards , Henry Johnson , Willie Trice , Guitar Shorty ( jazz artist Maurice Reedus - el , among others,List([51, 213)))	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
0.9090467075914244		SimpleArgument(Its roster ( released on LP ) at the time,List([0, 41)))	Relation(included,List([42, 50)))	"SimpleArgument(blues artists such as Eddie Kirkland , Peg Leg Sam , Frank Edwards , Henry Johnson , Willie Trice , Guitar Shorty ( "" folk "" artist,List([51, 182)))"	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
0.9090467075914244		SimpleArgument(Its roster ( released on LP ) at the time,List([0, 41)))	Relation(included,List([42, 50)))	SimpleArgument(blues artists such as Eddie Kirkland , Peg Leg Sam , Frank Edwards , Henry Johnson , Willie Trice , Guitar Shorty,List([51, 164)))	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
0.9090467075914244		SimpleArgument(Its roster ( released on LP ) at the time,List([0, 41)))	Relation(included,List([42, 50)))	"SimpleArgument(blues artists such as Eddie Kirkland , Peg Leg Sam , Frank Edwards , Henry Johnson , Willie Trice , Guitar Shorty ( aka "" Lamp "" , "" Little Dickie,List([51, 197)))"	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
0.9090467075914244		SimpleArgument(Its roster ( released on LP ) at the time,List([0, 41)))	Relation(included,List([42, 50)))	SimpleArgument(blues artists such as Eddie Kirkland , Peg Leg Sam , Frank Edwards , Henry Johnson , Willie Trice , Guitar Shorty ( John Henry Fortescue ) , Robert Lockwood , Jr . , Pernell Charity , Tarheel Slim , Roy Dunn , Homesick James , Big Chief Ellis , ' Honeyboy ' Edwards , Baby Tate , Detroit pianists,List([51, 347)))	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
0.4931863653983119		SimpleArgument(Its roster,List([0, 10)))	Relation(released at,List([13, 21), [30, 32)))	TemporalArgument(the time,List([33, 41)))	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
0.6420236436771103		SimpleArgument(Its roster,List([0, 10)))	Relation(released on,List([13, 21), [22, 24)))	SpatialArgument(LP,List([25, 27)))	"Its roster (released on LP) at the time included blues artists such as Eddie Kirkland, Peg Leg Sam, Frank Edwards, Henry Johnson, Willie Trice, Guitar Shorty (John Henry Fortescue), Robert Lockwood, Jr., Pernell Charity, Tarheel Slim, Roy Dunn, Homesick James, Big Chief Ellis, 'Honeyboy' Edwards, Baby Tate, Detroit pianists Boogie Woogie Red, Chuck Smith, Emmett Lee Brooks, Carben Givens aka ""Lamp"", ""Little Dickie"" Rogers, Charlie Price, and James Barnes, plus ""folk"" artist Dan DelSanto and jazz artist Maurice Reedus-el, among others."
