0.666209933508205		SimpleArgument(an Indonesian citizen,List([34, 55)))	Relation(born in,List([57, 61), [74, 76)))	TemporalArgument(1965,List([77, 81)))	Hary Tanoesoedibjo (born 1965) is an Indonesian citizen, born in Surabaya in 1965.
0.3557055808979406		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([33, 35)))	Relation(develops,List([36, 44)))	SimpleArgument(the strategy of the holding company , bringing them to be leading companies in their respective areas,List([45, 146)))	Being the founder of MNC Group, he directly oversees and develops the strategy of the holding company as well as the subsidiaries, bringing them to be leading companies in their respective areas.
0.3678021755463004		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as President Director of PT Global Mediacom Tbk ( since 2002,List([31, 37), [38, 98)))	TemporalArgument(currently,List([21, 30)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.6160004474461185		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as President Director of PT Global Mediacom Tbk ( since 2002 In,List([0, 2), [31, 93), [94, 98)))	SpatialArgument(media sector,List([3, 15)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.5733539311623552		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as,List([31, 37), [38, 40)))	SimpleArgument(President Director of PT Global Mediacom Tbk ( since 2002,List([41, 98)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.3678021755463004		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as President Director of PT Global Mediacom Tbk,List([31, 37), [38, 85)))	TemporalArgument(currently,List([21, 30)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.6160004474461185		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as President Director of PT Global Mediacom Tbk In,List([0, 2), [31, 81), [82, 85)))	SpatialArgument(media sector,List([3, 15)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.17535879086306871		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as President Director of PT Global Mediacom Tbk since,List([31, 37), [38, 85), [88, 93)))	TemporalArgument(2002,List([94, 98)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.45592395356914683		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([18, 20)))	Relation(serves as,List([31, 37), [38, 40)))	SimpleArgument(President Director of PT Global Mediacom Tbk,List([41, 85)))	In media sector, he currently serves as President Director of PT Global Mediacom Tbk (since 2002), President Director of RCTI (2003-2008 and 2010–present) and President Commissioners of PT MNC Sky Vision Tbk (since 2006).
0.5622597283149183	Context(he teaches,List([333, 343)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk In,List([0, 2), [30, 90), [91, 94)))	SpatialArgument(non-media sector,List([3, 19)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4709462875076681	Context(he teaches,List([333, 343)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk since,List([30, 36), [37, 94), [95, 100)))	TemporalArgument(July 1999,List([101, 110)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4015451368163912	Context(he teaches,List([333, 343)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as,List([30, 36), [37, 39)))	SimpleArgument(President Commissioner of PT MNC Kapital Indonesia Tbk,List([40, 94)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.38089450366724514		SimpleArgument(July 1999,List([101, 110)))	Relation([is] President Director of,List([113, 134)))	SimpleArgument(PT MNC Land Tbk,List([135, 150)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.5622597283149183	Context(he teaches,List([328, 338)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk In,List([0, 2), [30, 90), [91, 94)))	SpatialArgument(non-media sector,List([3, 19)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4709462875076681	Context(he teaches,List([328, 338)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk since,List([30, 36), [37, 94), [95, 100)))	TemporalArgument(July 1999,List([101, 110)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4015451368163912	Context(he teaches,List([328, 338)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as,List([30, 36), [37, 39)))	SimpleArgument(President Commissioner of PT MNC Kapital Indonesia Tbk,List([40, 94)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.5622597283149183	Context(he teaches,List([406, 416)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk In,List([0, 2), [30, 90), [91, 94)))	SpatialArgument(non-media sector,List([3, 19)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4709462875076681	Context(he teaches,List([406, 416)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk since,List([30, 36), [37, 94), [95, 100)))	TemporalArgument(July 1999,List([101, 110)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4015451368163912	Context(he teaches,List([406, 416)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as,List([30, 36), [37, 39)))	SimpleArgument(President Commissioner of PT MNC Kapital Indonesia Tbk,List([40, 94)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.5140598836732946		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([401, 403)))	Relation(teaches in,List([404, 411), [412, 414)))	SpatialArgument(the post-graduate programs of several universities in the areas of corporate management strategies,List([415, 513)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.5140598836732946		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([401, 403)))	Relation(teaches in,List([404, 411), [412, 414)))	SpatialArgument(the post-graduate programs of several universities in the areas of corporate investment strategies,List([415, 513)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.38089450366724514		SimpleArgument(February 2004,List([163, 176)))	Relation([is] Commissioner of,List([179, 194)))	SimpleArgument(PT Global Transport Services,List([195, 223)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.38089450366724514		SimpleArgument(July 1999,List([101, 110)))	Relation([is] President Commissioner of,List([113, 138)))	SimpleArgument(PT MNC Securities,List([139, 156)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.5622597283149183	Context(he teaches,List([401, 411)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk In,List([0, 2), [30, 90), [91, 94)))	SpatialArgument(non-media sector,List([3, 19)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4709462875076681	Context(he teaches,List([401, 411)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as President Commissioner of PT MNC Kapital Indonesia Tbk since,List([30, 36), [37, 94), [95, 100)))	TemporalArgument(July 1999,List([101, 110)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.4015451368163912	Context(he teaches,List([401, 411)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([22, 24)))	Relation(serves as,List([30, 36), [37, 39)))	SimpleArgument(President Commissioner of PT MNC Kapital Indonesia Tbk,List([40, 94)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.5140598836732946		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([401, 403)))	Relation(teaches in,List([404, 411), [412, 414)))	SpatialArgument(the post-graduate programs of several universities in the areas of corporate finance strategies,List([415, 510)))	In non-media sector, he also serves as President Commissioner of PT MNC Kapital Indonesia Tbk since July 1999, President Commissioner of PT MNC Securities since February 2004,Commissioner of PT Global Transport Services since March 2010, President Director of PT MNC Land Tbk since April 2011, and President Director of PT MNC Energi since February 2012.In addition to his active participation as a speaker at various media events at national and international levels, he teaches in the post-graduate programs of several universities in the areas of corporate finance, investment and management strategies.
0.3929209860966329		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 2)))	Relation(was listed as,List([3, 13), [24, 26)))	SimpleArgument(the 9th richest people of Indonesia,List([27, 62)))	He was listed on Forbes as the 9th richest people of Indonesia.
