0.9314904193639496		SimpleArgument(a professional soccer team,List([29, 55)))	Relation(based in,List([56, 61), [62, 64)))	SpatialArgument(Pittsburgh,List([65, 75)))	The Pittsburgh Phantoms were a professional soccer team based in Pittsburgh, Pennsylvania in 1967.
0.39625576749130315		SimpleArgument(Herb Vogt,List([31, 33)))	"Relation(gave the first public announcement that the team would be named the "" Pittsburgh Phantoms At,List([0, 2), [34, 113), [114, 122)))"	SpatialArgument(his first press conference,List([3, 29)))	"At his first press conference, he gave the first public announcement that the team would be named the ""Pittsburgh Phantoms""."
0.3673761868095092		SimpleArgument(Herb Vogt,List([31, 33)))	Relation(gave,List([34, 38)))	"SimpleArgument(the first public announcement that the team would be named the ""Pittsburgh Phantoms,List([39, 122)))"	"At his first press conference, he gave the first public announcement that the team would be named the ""Pittsburgh Phantoms""."
0.8418438442176184		SimpleArgument(The colors of the team 's uniforms,List([0, 34)))	Relation(were,List([35, 39)))	SimpleArgument(white,List([40, 45)))	The colors of the team's uniforms were purple and white.
0.8418438442176184		SimpleArgument(The colors of the team 's uniforms,List([0, 34)))	Relation(were,List([35, 39)))	SimpleArgument(purple,List([40, 46)))	The colors of the team's uniforms were purple and white.
0.25026569647816455		SimpleArgument(two,List([8, 11)))	Relation(resigned from,List([12, 20), [21, 25)))	SimpleArgument(his position with the team,List([26, 52)))	However two months later, Vogt returned to Germany and resigned from his position with the team.
0.8977983593249249		SimpleArgument(Herb Vogt,List([27, 31)))	Relation(returned,List([32, 40)))	TemporalArgument(two months later,List([8, 24)))	However two months later, Vogt returned to Germany and resigned from his position with the team.
0.876543225140763		SimpleArgument(Herb Vogt,List([27, 31)))	Relation(returned to,List([32, 40), [41, 43)))	SimpleArgument(Germany,List([44, 51)))	However two months later, Vogt returned to Germany and resigned from his position with the team.
0.8550806581371961		SimpleArgument(János,List([0, 5)))	Relation(was given,List([6, 15)))	SimpleArgument(a three - year $ 65,000 contract,List([16, 48)))	János Bédl then became the Phantom's second coach and was given a three-year $65,000 contract.
0.7757550160925193		SimpleArgument(János Bédl,List([0, 10)))	Relation(became the Phantom 's second coach,List([16, 22), [23, 50)))	TemporalArgument(then,List([11, 15)))	János Bédl then became the Phantom's second coach and was given a three-year $65,000 contract.
0.8686046105879486		SimpleArgument(János Bédl,List([0, 10)))	Relation(became,List([16, 22)))	SimpleArgument(the Phantom 's second coach,List([23, 50)))	János Bédl then became the Phantom's second coach and was given a three-year $65,000 contract.
0.8550806581371961		SimpleArgument(János Bédl,List([8, 12)))	Relation(was fired after,List([13, 22), [23, 28)))	TemporalArgument(just four games,List([29, 44)))	However Bédl was fired after just four games.
0.10984135076985964	Context(He sued,List([0, 13)))	SimpleArgument(János Bédl,List([0, 2)))	Relation(sued the team settling out of court for,List([9, 13), [14, 17), [18, 36), [37, 39)))	SimpleArgument($32,500,List([50, 57)))	He later sued the team, settling out of court for $32,500.
0.2592749284927927	Context(He sued,List([0, 13)))	SimpleArgument(János Bédl,List([0, 2)))	Relation(sued the team settling out,List([9, 13), [14, 17), [18, 22)))	SimpleArgument(of court,List([37, 45)))	He later sued the team, settling out of court for $32,500.
0.25239008486941794		SimpleArgument(János Bédl,List([0, 2)))	Relation(sued the team,List([9, 13), [14, 22)))	TemporalArgument(later,List([3, 8)))	He later sued the team, settling out of court for $32,500.
0.3490079869984017		SimpleArgument(János Bédl,List([0, 2)))	Relation(sued,List([9, 13)))	SimpleArgument(a professional soccer team based in Pittsburgh, Pennsylvania in 1967,List([14, 22)))	He later sued the team, settling out of court for $32,500.
0.3048426724432105		SimpleArgument(János Bédl,List([0, 2)))	Relation(joined the Chicago Spurs,List([8, 14), [15, 32)))	TemporalArgument(then,List([3, 7)))	He then joined the Chicago Spurs as their head coach for the remainder of the 1967 season.
0.3774138073928754		SimpleArgument(János Bédl,List([0, 2)))	Relation(joined the Chicago Spurs as,List([8, 14), [15, 32), [33, 35)))	SimpleArgument(their head coach for the remainder of the 1967 season,List([36, 89)))	He then joined the Chicago Spurs as their head coach for the remainder of the 1967 season.
0.45592395356914683		SimpleArgument(János Bédl,List([0, 2)))	Relation(joined,List([8, 14)))	SimpleArgument(the Chicago Spurs,List([15, 32)))	He then joined the Chicago Spurs as their head coach for the remainder of the 1967 season.
0.8704999223335219		SimpleArgument(Co Prins,List([0, 8)))	Relation(became the head coach for a handful of games,List([14, 20), [21, 58)))	TemporalArgument(then,List([9, 13)))	"Co Prins then became the head coach for a handful of games before being replaced by Josef ""Pepi"" Gruber in June."
0.9537030813373246		SimpleArgument(Co Prins,List([0, 8)))	Relation(became the head coach for a handful of games before,List([14, 20), [21, 58), [59, 65)))	"TemporalArgument(being replaced by Josef ""Pepi"" Gruber in June,List([66, 111)))"	"Co Prins then became the head coach for a handful of games before being replaced by Josef ""Pepi"" Gruber in June."
0.9143456855143793		SimpleArgument(Co Prins,List([0, 8)))	Relation(became,List([14, 20)))	SimpleArgument(the head coach for a handful of games,List([21, 58)))	"Co Prins then became the head coach for a handful of games before being replaced by Josef ""Pepi"" Gruber in June."
0.3929209860966329		SimpleArgument(Theo Laseroms,List([224, 226)))	Relation(was under,List([227, 230), [237, 242)))	SimpleArgument(contract with Sparta,List([243, 263)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.22015391053105568		SimpleArgument(Theo Laseroms,List([224, 226)))	Relation(was under contract with Sparta,List([227, 230), [237, 263)))	TemporalArgument(still,List([231, 236)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.9030401971054747		SimpleArgument(a professional soccer team based in Pittsburgh, Pennsylvania in 1967,List([173, 181)))	Relation(signed Theo Laseroms to,List([182, 188), [189, 202), [203, 205)))	SimpleArgument(a contract,List([206, 216)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.9180804252893389		SimpleArgument(a professional soccer team based in Pittsburgh, Pennsylvania in 1967,List([173, 181)))	Relation(signed,List([182, 188)))	SimpleArgument(Theo Laseroms,List([189, 202)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.9374058759955192		SimpleArgument(a Dutch professional soccer club,List([103, 135)))	Relation(based in,List([136, 141), [142, 144)))	SpatialArgument(Rotterdam,List([145, 154)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.9084353254608957		"SimpleArgument(the ""Pittsburgh Phantoms"",List([46, 58)))"	Relation(settled with,List([59, 66), [80, 84)))	SimpleArgument(Sparta Rotterdam,List([85, 101)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.9246715697529401		"SimpleArgument(the ""Pittsburgh Phantoms"",List([46, 58)))"	Relation(settled with Sparta Rotterdam out,List([59, 66), [67, 91), [92, 101)))	SimpleArgument(of court,List([71, 79)))	In addition to the multiple coaching changes, the Phantoms settled out of court with Sparta Rotterdam, a Dutch professional soccer club based in Rotterdam, for $50,000 when the team signed Theo Laseroms to a contract, while he was still under contract with Sparta.
0.8686046105879486		SimpleArgument(the NPSL,List([27, 35)))	Relation(to form,List([78, 85)))	SimpleArgument(the North American Soccer League,List([86, 118)))	Following the 1967 season, the NPSL merged with the United Soccer Association to form the North American Soccer League.
0.9063304157055639		SimpleArgument(the NPSL,List([27, 35)))	Relation(merged with the United Soccer Association,List([36, 42), [43, 77)))	TemporalArgument(Following the 1967 season,List([0, 25)))	Following the 1967 season, the NPSL merged with the United Soccer Association to form the North American Soccer League.
0.8866256386988218		SimpleArgument(the NPSL,List([27, 35)))	Relation(merged with the United Soccer Association to,List([36, 42), [43, 77), [78, 80)))	SimpleArgument(form the North American Soccer League,List([81, 118)))	Following the 1967 season, the NPSL merged with the United Soccer Association to form the North American Soccer League.
0.8866256386988218		SimpleArgument(the NPSL,List([27, 35)))	Relation(merged with,List([36, 42), [43, 47)))	SimpleArgument(the United Soccer Association,List([48, 77)))	Following the 1967 season, the NPSL merged with the United Soccer Association to form the North American Soccer League.
0.8638966457783381	Context(The Phantoms folded only the Chicago Spurs had,List([0, 133)))	"SimpleArgument(the ""Pittsburgh Phantoms"",List([0, 12)))"	Relation(folded drawing only,List([13, 19), [72, 84)))	SimpleArgument(an average of 3,122,List([85, 104)))	The Phantoms folded before the 1968 NASL season due to poor attendance, drawing only an average of 3,122 – only the Chicago Spurs had a lower average.
0.9212499880074402	Context(only the Chicago Spurs had,List([107, 133)))	"SimpleArgument(the ""Pittsburgh Phantoms"",List([0, 12)))"	Relation(folded before,List([13, 19), [20, 26)))	TemporalArgument(the 1968 NASL season due to poor attendance,List([27, 70)))	The Phantoms folded before the 1968 NASL season due to poor attendance, drawing only an average of 3,122 – only the Chicago Spurs had a lower average.
0.8465383705781007		SimpleArgument(only the Chicago Spurs,List([107, 129)))	Relation(had,List([130, 133)))	SimpleArgument(a lower average,List([134, 149)))	The Phantoms folded before the 1968 NASL season due to poor attendance, drawing only an average of 3,122 – only the Chicago Spurs had a lower average.
