0.9436740204769645		SimpleArgument(Value City,List([0, 10)))	Relation(was,List([11, 14)))	SimpleArgument(an American discount department store chain with 113 locations,List([15, 77)))	Value City was an American discount department store chain with 113 locations.
0.8306090960787457		SimpleArgument(The Schottenstein name,List([0, 22)))	Relation(was dropped in,List([23, 34), [35, 37)))	TemporalArgument(2008,List([38, 42)))	The Schottenstein name was dropped in 2008.
0.9530647582435334		SimpleArgument(three stores in Metro Detroit,List([6, 35)))	Relation(were co-branded as,List([36, 51), [52, 54)))	SimpleArgument(Crowley's Value City,List([55, 75)))	Also, three stores in Metro Detroit were co-branded as Crowley's Value City.
0.8557456177405949		SimpleArgument(Schottenstein,List([19, 32)))	Relation(owned Shifrin-Willens From,List([0, 4), [38, 43), [44, 59)))	TemporalArgument(1984 to 1995,List([5, 17)))	From 1984 to 1995, Schottenstein also owned Shifrin-Willens, a jewelry store.
0.9210233335200773		SimpleArgument(Schottenstein,List([19, 32)))	Relation(owned,List([38, 43)))	SimpleArgument(Shifrin-Willens,List([44, 59)))	From 1984 to 1995, Schottenstein also owned Shifrin-Willens, a jewelry store.
0.8896176678897285		SimpleArgument(an American discount department store chain with 113 locations,List([0, 15)))	Relation(was located on,List([16, 27), [72, 74)))	SpatialArgument(the corner of Parsons Reeb Avenue,List([75, 108)))	The first store was located in Columbus, Ohio, at 1887 Parsons Avenue on the corner of Parsons Avenue and Reeb Avenue, and has been closed since 2006.
0.8896176678897285		SimpleArgument(an American discount department store chain with 113 locations,List([0, 15)))	Relation(was located on,List([16, 27), [72, 74)))	SpatialArgument(the corner of Parsons Avenue,List([75, 103)))	The first store was located in Columbus, Ohio, at 1887 Parsons Avenue on the corner of Parsons Avenue and Reeb Avenue, and has been closed since 2006.
0.8896176678897285		SimpleArgument(an American discount department store chain with 113 locations,List([0, 15)))	Relation(was located at,List([16, 27), [49, 51)))	SpatialArgument(1887 Parsons Avenue,List([52, 71)))	The first store was located in Columbus, Ohio, at 1887 Parsons Avenue on the corner of Parsons Avenue and Reeb Avenue, and has been closed since 2006.
0.9250606141558615		SimpleArgument(an American discount department store chain with 113 locations,List([0, 15)))	Relation(was located in,List([16, 27), [28, 30)))	SpatialArgument(Columbus,List([31, 39)))	The first store was located in Columbus, Ohio, at 1887 Parsons Avenue on the corner of Parsons Avenue and Reeb Avenue, and has been closed since 2006.
0.7833813375237394		SimpleArgument(an American discount department store chain with 113 locations,List([0, 15)))	Relation(has been closed since,List([16, 31), [32, 37)))	TemporalArgument(2006,List([38, 42)))	The first store was located in Columbus, Ohio, at 1887 Parsons Avenue on the corner of Parsons Avenue and Reeb Avenue, and has been closed since 2006.
0.9929999709129333		SimpleArgument(an American discount department store chain with 113 locations,List([0, 0)))	Relation(was founded in,List([0, 0)))	SimpleArgument(1948,List(null))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.9040259452709256		SimpleArgument(VCF,List([25, 28)))	Relation(is,List([29, 31)))	SimpleArgument(corporate sponsor of Value City Arena,List([32, 69)))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.45243121649964957		SimpleArgument(an American discount department store chain with 113 locations,List([0, 2)))	Relation(was founded,List([3, 14)))	SimpleArgument(VCF is corporate sponsor of Value City Arena,List([25, 69)))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.22506131975927415		SimpleArgument(an American discount department store chain with 113 locations,List([0, 2)))	Relation(was founded in,List([3, 14), [15, 17)))	TemporalArgument(1948,List([18, 22)))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.9397554176335701		SimpleArgument(Value City Furniture,List([32, 52)))	Relation(has,List([61, 64)))	SimpleArgument(130 stores,List([65, 75)))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.22015391053105568		SimpleArgument(an American discount department store chain with 113 locations,List([0, 2)))	Relation(was affiliated with Value City Furniture,List([3, 6), [16, 26), [27, 52)))	TemporalArgument(formerly,List([7, 15)))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.3929209860966329		SimpleArgument(an American discount department store chain with 113 locations,List([0, 2)))	Relation(was affiliated with,List([3, 6), [16, 26), [27, 31)))	SimpleArgument(Value City Furniture,List([32, 52)))	It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).
0.8168745606308622	Context(Retail Ventures sought to sell,List([0, 41)))	SimpleArgument(Retail Ventures,List([0, 15)))	Relation(sought to sell the Value City operation to focus on,List([27, 33), [34, 41), [42, 51), [52, 56)))	SimpleArgument(its more profitable brands,List([79, 105)))	Retail Ventures originally sought to sell the Value City operation to focus on its more profitable brands.
0.9081624858232069	Context(Retail Ventures sought,List([0, 33)))	SimpleArgument(Retail Ventures,List([0, 15)))	Relation(sought to sell,List([27, 33), [34, 41)))	SimpleArgument(the Value City operation,List([42, 66)))	Retail Ventures originally sought to sell the Value City operation to focus on its more profitable brands.
0.8380544724854411		SimpleArgument(Retail Ventures,List([0, 15)))	Relation(sought to sell the Value City operation,List([27, 33), [34, 66)))	TemporalArgument(originally,List([16, 26)))	Retail Ventures originally sought to sell the Value City operation to focus on its more profitable brands.
0.9081624858232069		SimpleArgument(Retail Ventures,List([0, 15)))	Relation(sought to,List([27, 33), [34, 36)))	SimpleArgument(sell the Value City operation,List([37, 66)))	Retail Ventures originally sought to sell the Value City operation to focus on its more profitable brands.
0.9070256105064161		SimpleArgument(Retail Ventures,List([0, 9)))	Relation(announced,List([10, 19)))	SimpleArgument(its intention in 2007 to sell up to 24 stores to Burlington Coat Factory,List([20, 92)))	The chain announced its intention in 2007 to sell up to 24 stores to Burlington Coat Factory.
0.4328394458044063	Context(Retail Ventures announced,List([30, 55)))	SimpleArgument(Retail Ventures,List([56, 58)))	Relation(was selling an ownership stake in Value City to,List([59, 70), [71, 103), [104, 106)))	SimpleArgument(newly formed VCHI Acquisition Company,List([107, 144)))	However, on January 23, 2008, Retail Ventures announced it was selling an ownership stake in Value City to newly formed VCHI Acquisition Company.
0.4328394458044063	Context(Retail Ventures announced,List([30, 55)))	SimpleArgument(Retail Ventures,List([56, 58)))	Relation(was selling,List([59, 70)))	SimpleArgument(an ownership stake in Value City,List([71, 103)))	However, on January 23, 2008, Retail Ventures announced it was selling an ownership stake in Value City to newly formed VCHI Acquisition Company.
0.9579464550706097		SimpleArgument(Retail Ventures,List([30, 45)))	Relation(announced it was selling an ownership stake in Value City to newly formed VCHI Acquisition Company on,List([9, 11), [46, 136), [137, 144)))	TemporalArgument(January 23,List([12, 22)))	However, on January 23, 2008, Retail Ventures announced it was selling an ownership stake in Value City to newly formed VCHI Acquisition Company.
0.9105812375310134		SimpleArgument(Retail Ventures,List([30, 45)))	Relation(announced,List([46, 55)))	SimpleArgument(it was selling an ownership stake in Value City to newly formed VCHI Acquisition Company,List([56, 144)))	However, on January 23, 2008, Retail Ventures announced it was selling an ownership stake in Value City to newly formed VCHI Acquisition Company.
0.5910796463186953	Context(The company to close,List([0, 30)))	SimpleArgument(Retail Ventures,List([0, 11)))	Relation(to close selected stores reorganizing,List([22, 30), [31, 39)))	SimpleArgument(the merchandise approach in those,List([79, 112)))	The company continued to close selected stores through 2008 while revamping and reorganizing the merchandise approach in those which were retained.
0.5910796463186953		SimpleArgument(Retail Ventures,List([0, 11)))	Relation(to close selected stores while,List([22, 30), [31, 46), [60, 65)))	TemporalArgument(reorganizing the merchandise approach in those,List([66, 112)))	The company continued to close selected stores through 2008 while revamping and reorganizing the merchandise approach in those which were retained.
0.5824640523271258		SimpleArgument(Retail Ventures,List([0, 11)))	Relation(to close selected stores while,List([22, 30), [31, 46), [60, 65)))	TemporalArgument(revamping,List([66, 75)))	The company continued to close selected stores through 2008 while revamping and reorganizing the merchandise approach in those which were retained.
0.6811875767046649		SimpleArgument(Retail Ventures,List([0, 11)))	Relation(to close selected stores through,List([22, 30), [31, 46), [47, 54)))	TemporalArgument(2008,List([55, 59)))	The company continued to close selected stores through 2008 while revamping and reorganizing the merchandise approach in those which were retained.
0.8583748249202758		SimpleArgument(Retail Ventures,List([0, 11)))	Relation(to close,List([22, 30)))	SimpleArgument(selected stores,List([31, 46)))	The company continued to close selected stores through 2008 while revamping and reorganizing the merchandise approach in those which were retained.
0.9449641892922798		SimpleArgument(Value City,List([23, 33)))	Relation(announced that all remaining stores would close On,List([0, 2), [34, 75), [76, 81)))	TemporalArgument(October 27 , 2008,List([3, 20)))	On October 27, 2008, Value City announced that the chain was filing for bankruptcy and that all remaining stores would close.
0.9067325661703171		SimpleArgument(Value City,List([23, 33)))	Relation(announced that,List([34, 43), [44, 48)))	SimpleArgument(all remaining stores would close,List([49, 81)))	On October 27, 2008, Value City announced that the chain was filing for bankruptcy and that all remaining stores would close.
0.8776011732811596	Context(Value City announced,List([23, 43)))	SimpleArgument(Retail Ventures,List([49, 58)))	Relation(was filing for,List([59, 69), [70, 73)))	SimpleArgument(bankruptcy,List([74, 84)))	On October 27, 2008, Value City announced that the chain was filing for bankruptcy and that all remaining stores would close.
0.9449641892922798		SimpleArgument(Value City,List([23, 33)))	Relation(announced that the chain was filing for bankruptcy On,List([0, 2), [34, 73), [74, 84)))	TemporalArgument(October 27 , 2008,List([3, 20)))	On October 27, 2008, Value City announced that the chain was filing for bankruptcy and that all remaining stores would close.
0.9067325661703171		SimpleArgument(Value City,List([23, 33)))	Relation(announced that,List([34, 43), [44, 48)))	SimpleArgument(the chain was filing for bankruptcy,List([49, 84)))	On October 27, 2008, Value City announced that the chain was filing for bankruptcy and that all remaining stores would close.
0.9180804252893389		SimpleArgument(The sales,List([0, 9)))	Relation(were completed on,List([10, 24), [25, 27)))	TemporalArgument(December 23, 2008,List([28, 45)))	The sales were completed on December 23, 2008.
