0.9649787498358364		SimpleArgument(The International Elephant Foundation,List([0, 37)))	Relation(is,List([44, 46)))	SimpleArgument(a non-profit 501(c)(3) corporation,List([47, 81)))	The International Elephant Foundation (IEF) is a non-profit 501(c)(3) corporation.
0.9372494423173455		SimpleArgument(diverse missions,List([102, 118)))	Relation(to come together for,List([119, 135), [136, 139)))	SimpleArgument(a shared common goal of contributing to the long - term preservation of elephants,List([140, 221)))	Michael was a board member of International Rhino Foundation (IRF), and used the organizational structure and business plan of IRF as a template for multiple elephant holding facilities with diverse missions to come together for a shared common goal of contributing to the long-term preservation of elephants.
0.9030401971054747		SimpleArgument(multiple elephant,List([60, 77)))	Relation(holding,List([78, 85)))	SimpleArgument(facilities,List([86, 96)))	Michael was a board member of International Rhino Foundation (IRF), and used the organizational structure and business plan of IRF as a template for multiple elephant holding facilities with diverse missions to come together for a shared common goal of contributing to the long-term preservation of elephants.
0.9484177987969541		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([0, 7)))	Relation(used the organizational structure as,List([8, 12), [13, 41), [42, 44)))	SimpleArgument(a template for multiple elephant holding facilities with diverse missions,List([45, 118)))	Michael was a board member of International Rhino Foundation (IRF), and used the organizational structure and business plan of IRF as a template for multiple elephant holding facilities with diverse missions to come together for a shared common goal of contributing to the long-term preservation of elephants.
0.9197759696552441		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([0, 7)))	Relation(used,List([8, 12)))	SimpleArgument(the organizational structure,List([13, 41)))	Michael was a board member of International Rhino Foundation (IRF), and used the organizational structure and business plan of IRF as a template for multiple elephant holding facilities with diverse missions to come together for a shared common goal of contributing to the long-term preservation of elephants.
0.9481947648689547		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([0, 7)))	Relation(was,List([8, 11)))	SimpleArgument(a board member of International Rhino Foundation,List([12, 60)))	Michael was a board member of International Rhino Foundation (IRF), and used the organizational structure and business plan of IRF as a template for multiple elephant holding facilities with diverse missions to come together for a shared common goal of contributing to the long-term preservation of elephants.
0.8817598924294554	Context(nine representatives from a university to Fort Worth to discuss,List([35, 106)))	SimpleArgument(a foundation,List([111, 123)))	Relation(could significantly enhance,List([124, 151)))	SimpleArgument(current conservation efforts,List([152, 180)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9385098756854768		SimpleArgument(nine representatives from a university to Fort Worth,List([35, 87)))	Relation(to discuss,List([96, 106)))	SimpleArgument(how a foundation could significantly enhance current conservation efforts,List([107, 180)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9529384246512104		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from a university to Fort Worth In,List([0, 2), [27, 81), [82, 87)))	TemporalArgument(November 1998,List([3, 16)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9231034628922963		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from a university to Fort Worth to,List([27, 34), [35, 87), [96, 98)))	SimpleArgument(discuss how a foundation could significantly enhance current conservation efforts,List([99, 180)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9324144673478683		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited,List([27, 34)))	SimpleArgument(nine representatives from a university to Fort Worth,List([35, 87)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.8817598924294554	Context(nine representatives from circuses to discuss,List([35, 80)))	SimpleArgument(a foundation,List([85, 97)))	Relation(could significantly enhance,List([98, 125)))	SimpleArgument(current conservation efforts,List([126, 154)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9004708924659899		SimpleArgument(nine representatives from circuses,List([35, 69)))	Relation(to discuss,List([70, 80)))	SimpleArgument(how a foundation could significantly enhance current conservation efforts,List([81, 154)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9529384246512104		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from circuses In,List([0, 2), [27, 60), [61, 69)))	TemporalArgument(November 1998,List([3, 16)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9484177987969541		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from circuses to,List([27, 34), [35, 69), [70, 72)))	SimpleArgument(discuss how a foundation could significantly enhance current conservation efforts,List([73, 154)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9197759696552441		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited,List([27, 34)))	SimpleArgument(nine representatives from circuses,List([35, 69)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.8817598924294554	Context(nine representatives from private elephant facilities to discuss,List([35, 99)))	SimpleArgument(a foundation,List([104, 116)))	Relation(could significantly enhance,List([117, 144)))	SimpleArgument(current conservation efforts,List([145, 173)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.916501342689998		SimpleArgument(nine representatives from private elephant facilities,List([35, 88)))	Relation(to discuss,List([89, 99)))	SimpleArgument(how a foundation could significantly enhance current conservation efforts,List([100, 173)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9529384246512104		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from private elephant facilities In,List([0, 2), [27, 77), [78, 88)))	TemporalArgument(November 1998,List([3, 16)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9484177987969541		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from private elephant facilities to,List([27, 34), [35, 88), [89, 91)))	SimpleArgument(discuss how a foundation could significantly enhance current conservation efforts,List([92, 173)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9197759696552441		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited,List([27, 34)))	SimpleArgument(nine representatives from private elephant facilities,List([35, 88)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.8817598924294554	Context(nine representatives from zoos to discuss,List([35, 76)))	SimpleArgument(a foundation,List([81, 93)))	Relation(could significantly enhance,List([94, 121)))	SimpleArgument(current conservation efforts,List([122, 150)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9004708924659899		SimpleArgument(nine representatives from zoos,List([35, 65)))	Relation(to discuss,List([66, 76)))	SimpleArgument(how a foundation could significantly enhance current conservation efforts,List([77, 150)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9529384246512104		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from zoos In,List([0, 2), [27, 60), [61, 65)))	TemporalArgument(November 1998,List([3, 16)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9484177987969541		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited nine representatives from zoos to,List([27, 34), [35, 65), [66, 68)))	SimpleArgument(discuss how a foundation could significantly enhance current conservation efforts,List([69, 150)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9197759696552441		SimpleArgument(Executive Director of Fort Worth Zoo Michael Fouraker,List([19, 26)))	Relation(invited,List([27, 34)))	SimpleArgument(nine representatives from zoos,List([35, 65)))	In November 1998, Michael invited nine representatives from zoos, private elephant facilities, circuses and a university to Fort Worth, Texas to discuss how a foundation could significantly enhance current conservation efforts.
0.9574223397813405		SimpleArgument(International Elephant Foundation,List([39, 76)))	Relation(was born From,List([0, 80), [81, 85)))	SpatialArgument(this first organizational meeting,List([5, 38)))	From this first organizational meeting the International Elephant Foundation was born.
0.816575697747956		SimpleArgument(International Elephant Foundation,List([0, 7)))	Relation(was incorporated in,List([8, 24), [25, 27)))	TemporalArgument(1999,List([28, 32)))	The IEF was incorporated in 1999.
