0.961961301429607		SimpleArgument(Leif Terje Løddesøl (born 24 April 1935,List([0, 39)))	Relation(is,List([41, 43)))	SimpleArgument(a Norwegian businessperson,List([44, 70)))	Leif Terje Løddesøl (born 24 April 1935) is a Norwegian businessperson.
0.50931417287027		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([59, 61)))	Relation(worked from,List([62, 68), [104, 108)))	SimpleArgument(1963 to 1966 and the Norwegian Shipowners' Association from 1966 to 1969,List([109, 181)))	After a period as deputy judge in Hardanger District Court he worked in the Ministry of Foreign Affairs from 1963 to 1966 and the Norwegian Shipowners' Association from 1966 to 1969.
0.4978219019954182		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([59, 61)))	Relation(worked in,List([62, 68), [69, 71)))	SpatialArgument(the Ministry of Foreign Affairs,List([72, 103)))	After a period as deputy judge in Hardanger District Court he worked in the Ministry of Foreign Affairs from 1963 to 1966 and the Norwegian Shipowners' Association from 1966 to 1969.
0.5229421046090251		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(the chief executive officer of ScanAustral,List([12, 54)))	He was then the chief executive officer of ScanAustral from 1969 to 1973, Wilh.
0.22015391053105568		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(was the chief executive officer of ScanAustral,List([3, 6), [12, 54)))	TemporalArgument(then,List([7, 11)))	He was then the chief executive officer of ScanAustral from 1969 to 1973, Wilh.
0.6753309180785847		SimpleArgument(Den,List([0, 3)))	Relation(norske Creditbank from,List([4, 10), [11, 21), [22, 26)))	SimpleArgument(1980 to 1988,List([27, 39)))	Wilhelmsen from 1973 to 1980 and Den norske Creditbank from 1980 to 1988.
0.876543225140763		SimpleArgument(Den,List([0, 3)))	Relation(norske,List([4, 10)))	SimpleArgument(Creditbank,List([11, 21)))	Wilhelmsen from 1973 to 1980 and Den norske Creditbank from 1980 to 1988.
0.8872966301155124		SimpleArgument(an employee,List([0, 11)))	Relation(frauded,List([17, 24)))	SimpleArgument(The bank,List([25, 33)))	The bank became embroiled in hardships during a banking crisis (see among others the Black Monday 1987), and an employee also frauded the bank.
0.9382433616531214		SimpleArgument(The bank,List([0, 8)))	Relation(embroiled in hardships during,List([16, 25), [26, 38), [39, 45)))	TemporalArgument(a banking crisis ( see among others the Black Monday 1987,List([46, 103)))	The bank became embroiled in hardships during a banking crisis (see among others the Black Monday 1987), and an employee also frauded the bank.
0.8872966301155124		SimpleArgument(The bank,List([0, 8)))	Relation(embroiled in,List([16, 25), [26, 28)))	SimpleArgument(hardships,List([29, 38)))	The bank became embroiled in hardships during a banking crisis (see among others the Black Monday 1987), and an employee also frauded the bank.
0.9472929138282772		SimpleArgument(The bank,List([0, 8)))	Relation(became,List([9, 15)))	SimpleArgument(embroiled in hardships during a banking crisis ( see among others the Black Monday 1987,List([16, 103)))	The bank became embroiled in hardships during a banking crisis (see among others the Black Monday 1987), and an employee also frauded the bank.
0.876543225140763		SimpleArgument(Løddesøl,List([0, 8)))	Relation(returned to,List([9, 17), [18, 20)))	SimpleArgument(the corporate executive team in Wilh,List([21, 57)))	Løddesøl was removed as chief executive in 1988, but returned to the corporate executive team in Wilh.
0.6753309180785847		SimpleArgument(Løddesøl,List([0, 8)))	Relation(was removed as chief executive in,List([9, 20), [21, 39), [40, 42)))	TemporalArgument(1988,List([43, 47)))	Løddesøl was removed as chief executive in 1988, but returned to the corporate executive team in Wilh.
0.8550806581371961		SimpleArgument(Løddesøl,List([0, 8)))	Relation(was removed as,List([9, 20), [21, 23)))	SimpleArgument(chief executive,List([24, 39)))	Løddesøl was removed as chief executive in 1988, but returned to the corporate executive team in Wilh.
0.22506131975927415		SimpleArgument(he,List([18, 20)))	Relation(stayed until,List([21, 27), [28, 33)))	TemporalArgument(2000,List([34, 38)))	Wilhelmsen, where he stayed until 2000.
0.38089450366724514		SimpleArgument(he,List([18, 20)))	Relation(was the president of,List([21, 41)))	SimpleArgument(the Norwegian Shipowners,List([42, 66)))	From 2000 to 2002 he was the president of the Norwegian Shipowners' Association.
0.29886655727758943		SimpleArgument(he,List([18, 20)))	Relation(was the president of the Norwegian Shipowners ' Association From,List([0, 4), [21, 67), [68, 79)))	TemporalArgument(2000,List([5, 9)))	From 2000 to 2002 he was the president of the Norwegian Shipowners' Association.
0.5680679595514976		SimpleArgument(he,List([18, 20)))	Relation(was,List([21, 24)))	SimpleArgument(the president of the Norwegian Shipowners' Association,List([25, 79)))	From 2000 to 2002 he was the president of the Norwegian Shipowners' Association.
0.4978219019954182		SimpleArgument(he,List([0, 2)))	Relation(chaired,List([3, 10)))	SimpleArgument(the Norwegian Shipowners' Association,List([11, 46)))	He was a board member of Den norske Creditbank in the 1970s and chaired the Norwegian Bankers' Association from 1982 to 1984.
0.6783685094789625		SimpleArgument(he,List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(a board member of Den norske Creditbank in the 1970 s,List([7, 60)))	He was a board member of Den norske Creditbank in the 1970s and chaired the Norwegian Bankers' Association from 1982 to 1984.
0.4978219019954182		SimpleArgument(he,List([0, 2)))	Relation(chaired the Norwegian National Opera from,List([3, 10), [11, 39), [40, 44)))	SimpleArgument(1996 to Wilh,List([45, 57)))	He chaired the Norwegian National Opera from 1996 to 2005 and Wilh.
0.38089450366724514		SimpleArgument(Opera,List([34, 39)))	Relation([is] National [from],List([25, 33)))	SimpleArgument(Norway,List([15, 24)))	He chaired the Norwegian National Opera from 1996 to 2005 and Wilh.
0.22506131975927415		SimpleArgument(he,List([0, 2)))	Relation(chaired the Norwegian National Opera from,List([3, 10), [11, 39), [40, 44)))	SimpleArgument(1996 to 2005,List([45, 57)))	He chaired the Norwegian National Opera from 1996 to 2005 and Wilh.
0.4978219019954182		SimpleArgument(he,List([0, 2)))	Relation(chaired,List([3, 10)))	SimpleArgument(the Norwegian National Opera,List([11, 39)))	He chaired the Norwegian National Opera from 1996 to 2005 and Wilh.
0.22506131975927415		SimpleArgument(he,List([0, 2)))	Relation(chaired the corporate council of Statoil from,List([3, 10), [11, 43), [44, 48)))	TemporalArgument(1996,List([49, 53)))	He chaired the corporate council of Statoil from 1996, and later the board from 2002 to 2003.
0.4978219019954182		SimpleArgument(he,List([0, 2)))	Relation(chaired,List([3, 10)))	SimpleArgument(the corporate council of Statoil,List([11, 43)))	He chaired the corporate council of Statoil from 1996, and later the board from 2002 to 2003.
0.45592395356914683		SimpleArgument(he,List([0, 2)))	Relation(to leave after,List([7, 15), [16, 21)))	TemporalArgument(the Iran case,List([22, 35)))	He had to leave after the Iran case.
0.6138676038426771		SimpleArgument(he,List([0, 2)))	Relation(was decorated as,List([3, 16), [17, 19)))	SimpleArgument(a Knight, First Class of the Order of St. Olav in 1985,List([20, 74)))	He was decorated as a Knight, First Class of the Order of St. Olav in 1985.
