0.9647009540301618		SimpleArgument(Andrew Corner,List([0, 13)))	Relation(is,List([20, 22)))	SimpleArgument(an instructor in the Department of Advertising + Public Relations at Michigan State University,List([23, 117)))	Andrew Corner, APR, is an instructor in the Department of Advertising + Public Relations at Michigan State University.
0.6367319478431899		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health system 's organizational communication initiatives,List([81, 180)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the Internet applications In,List([0, 2), [77, 131), [132, 144)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.5222094630377523		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the Internet applications,List([81, 144)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the publications In,List([0, 2), [77, 122), [123, 135)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.5222094630377523		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the publications,List([81, 135)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health fairs In,List([0, 2), [77, 129), [130, 135)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.5222094630377523		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health fairs,List([81, 135)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.9753132185709527		SimpleArgument(a Michigan-based public relations firm,List([65, 103)))	Relation(specializing in,List([104, 116), [117, 119)))	SimpleArgument(strategic communications planning, project management, copywriting, media relations and events, and crisis communications Corner,List([120, 248)))	We was also president and owner of Cornerstone Public Relations, a Michigan-based public relations firm specializing in strategic communications planning, project management, copywriting, media relations and events, and crisis communications Corner is accredited in public relations by the Public Relations Society of America.
0.4978219019954182		SimpleArgument(We,List([0, 2)))	Relation(was also,List([3, 11)))	SimpleArgument(president and owner of Cornerstone Public Relations,List([12, 63)))	We was also president and owner of Cornerstone Public Relations, a Michigan-based public relations firm specializing in strategic communications planning, project management, copywriting, media relations and events, and crisis communications Corner is accredited in public relations by the Public Relations Society of America.
0.6138676038426771		SimpleArgument(he,List([0, 2)))	Relation(holds a master 's degree in,List([3, 8), [9, 27), [28, 30)))	SpatialArgument(a bachelor 's degree in communication from Michigan State University,List([31, 99)))	He holds a master's degree in public relations management and a bachelor's degree in communication from Michigan State University.
0.5222094630377523		SimpleArgument(he,List([0, 2)))	Relation(holds,List([3, 8)))	SimpleArgument(a master 's degree,List([9, 27)))	He holds a master's degree in public relations management and a bachelor's degree in communication from Michigan State University.
0.5222094630377523		SimpleArgument(he,List([0, 2)))	Relation(holds,List([3, 8)))	SimpleArgument(a master 's degree in public relations management,List([9, 58)))	He holds a master's degree in public relations management and a bachelor's degree in communication from Michigan State University.
