0.8847999636040884		SimpleArgument(Mr. Lichwala,List([0, 12)))	Relation(is a member of,List([13, 27)))	SimpleArgument(the State Bar,List([28, 41)))	Mr. Lichwala is a licensed attorney in the United States and a member of the State Bar of Arizona.
0.9306053039335008		SimpleArgument(Tomasz,List([0, 6)))	Relation(has provided a project for immigrants during,List([7, 10), [16, 24), [51, 99), [100, 110)))	TemporalArgument(the annual Citizenship Day,List([58, 84)))	Tomasz has also provided pro bono legal assistance during the annual Citizenship Day, a project for immigrants applying for an American citizenship organized by U.S. Congressman.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as personal injury,List([100, 171)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as personal injury,List([62, 171)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as products liability,List([100, 174)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as products liability,List([62, 174)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as immigration law,List([100, 171)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as immigration law,List([62, 171)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as international law,List([100, 173)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as international law,List([62, 173)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as employment law,List([100, 170)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as employment law,List([62, 170)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as cross-border transactions,List([100, 181)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as cross-border transactions,List([62, 181)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as contracts,List([100, 165)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as contracts,List([62, 165)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as civil forfeiture,List([100, 172)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as civil forfeiture,List([62, 172)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as criminal law,List([100, 168)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as criminal law,List([62, 168)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9477002800201834		SimpleArgument(a diverse legal experience,List([62, 88)))	Relation(working on,List([89, 96), [97, 99)))	SimpleArgument(numerous legal issues in various areas of law , such as business law,List([100, 168)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.952945494449658		SimpleArgument(Mr. Lichwala,List([42, 54)))	Relation(gained,List([55, 61)))	SimpleArgument(a diverse legal experience working on numerous legal issues in various areas of law , such as business law,List([62, 168)))	In addition to general civil litigation, Mr. Lichwala gained a diverse legal experience working on numerous legal issues in various areas of law, such as business law, criminal law, civil forfeiture, contracts, cross-border transactions, employment law, international law, immigration law, products liability and personal injury.
0.9484177987969541		SimpleArgument(Tomasz,List([0, 6)))	Relation(assists clients with,List([7, 14), [15, 22), [23, 27)))	SimpleArgument(all phases of the legal process , including transactional aspect of drafting litigation,List([28, 115)))	Tomasz assists clients with all phases of the legal process, including transactional aspect of drafting documents and litigation.
0.9484177987969541		SimpleArgument(Tomasz,List([0, 6)))	Relation(assists clients with,List([7, 14), [15, 22), [23, 27)))	SimpleArgument(all phases of the legal process , including transactional aspect of drafting documents,List([28, 114)))	Tomasz assists clients with all phases of the legal process, including transactional aspect of drafting documents and litigation.
0.9197759696552441		SimpleArgument(Tomasz,List([0, 6)))	Relation(assists,List([7, 14)))	SimpleArgument(clients,List([15, 22)))	Tomasz assists clients with all phases of the legal process, including transactional aspect of drafting documents and litigation.
