0.9759984963560485		SimpleArgument(Mark Loughridge ( born December 19 , 1953 , in Leadville,List([0, 56)))	Relation(was,List([64, 67)))	SimpleArgument(Enterprise Transformation,List([68, 93)))	Mark Loughridge (born December 19, 1953, in Leadville, CO) was IBM's Senior Vice President and Chief Financial Officer, Finance and Enterprise Transformation.
0.22506131975927415		SimpleArgument(He,List([0, 2)))	Relation(joined the company in,List([3, 9), [10, 21), [22, 24)))	TemporalArgument(1977,List([25, 29)))	He joined the company in 1977, where he started as a development engineer in the Office Products Division in Lexington, KY.
0.45170382506656653		SimpleArgument(He,List([0, 2)))	Relation(joined,List([3, 9)))	SimpleArgument(the company,List([10, 21)))	He joined the company in 1977, where he started as a development engineer in the Office Products Division in Lexington, KY.
0.4978219019954182		SimpleArgument(He,List([0, 2)))	Relation(was also,List([3, 11)))	SimpleArgument(financial services manager for IBM's lab in Hursley,List([12, 63)))	He was also financial services manager for IBM's lab in Hursley, England.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including Planning for IBM Global Services ; Vice President of Finance for Distribution ; Vice President Senior Vice President before being named CFO in May 2004,List([8, 198)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Planning for IBM Global Services ; Vice President of Finance,List([3, 7), [8, 107)))	TemporalArgument(Vice President of Finance for the IBM Personal Systems Group before being named CFO in May 2004,List([127, 222)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including Planning for IBM Global Services ; Vice President of Finance,List([8, 107)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Vice President of Finance for IBM Global Services,List([3, 7), [8, 96)))	TemporalArgument(Vice President of Finance for the IBM Personal Systems Group before being named CFO in May 2004,List([144, 239)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.46198222766826663		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including IBM Controller for IBM Global Services ; Vice President of Finance for Distribution before,List([3, 7), [8, 130), [194, 200)))	TemporalArgument(being named CFO in May 2004,List([201, 228)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including IBM Controller for IBM Global Services ; Vice President of Finance for Distribution,List([8, 130)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.9442644817511961		SimpleArgument(Vice President of Finance for the IBM Personal Systems Group,List([133, 193)))	Relation(before being named CFO in,List([194, 212), [213, 216), [217, 219)))	TemporalArgument(May 2004,List([220, 228)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.9442644817511961		SimpleArgument(Vice President of Finance for the IBM Personal Systems Group,List([133, 193)))	Relation(before being named,List([194, 212)))	SimpleArgument(CFO,List([213, 216)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Vice President for IBM Global Services,List([3, 7), [8, 85)))	TemporalArgument(Vice President of Finance for the IBM Personal Systems Group before being named CFO in May 2004,List([133, 228)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Planning for IBM Global Services ; Vice President of Finance for Sales,List([3, 7), [8, 117)))	TemporalArgument(Vice President General Manager of IBM Global Financing before being named CFO in May 2004,List([120, 209)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Vice President of Finance for IBM Global Services,List([3, 7), [8, 96)))	TemporalArgument(Vice President General Manager of IBM Global Financing before being named CFO in May 2004,List([137, 226)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including IBM Controller for IBM Global Services ; Vice President of Finance for Sales,List([3, 7), [8, 123)))	TemporalArgument(Vice President General Manager of IBM Global Financing before being named CFO in May 2004,List([126, 215)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.38089450366724514		SimpleArgument(Manager,List([149, 156)))	Relation([is] General [of],List([141, 148)))	SimpleArgument(Vice President,List([126, 140)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.933175493637304		SimpleArgument(Vice President General Manager of IBM Global Financing,List([126, 180)))	Relation(before being named CFO in,List([181, 199), [200, 203), [204, 206)))	TemporalArgument(May 2004,List([207, 215)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.933175493637304		SimpleArgument(Vice President General Manager of IBM Global Financing,List([126, 180)))	Relation(before being named,List([181, 199)))	SimpleArgument(CFO,List([200, 203)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6374109123982287		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Vice President for IBM Global Services,List([3, 7), [8, 85)))	TemporalArgument(Vice President General Manager of IBM Global Financing before being named CFO in May 2004,List([126, 215)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.38089450366724514		SimpleArgument(Vice President,List([148, 162)))	Relation([is] Senior [of],List([141, 147)))	SimpleArgument(Vice President,List([126, 140)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.46198222766826663		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Planning for IBM Global Services ; Vice President of Finance for Sales before,List([3, 7), [8, 117), [181, 187)))	TemporalArgument(being named CFO in May 2004,List([188, 215)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including Planning for IBM Global Services ; Vice President of Finance for Sales,List([8, 117)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.46198222766826663		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Vice President of Finance for IBM Global Services before,List([3, 7), [8, 96), [198, 204)))	TemporalArgument(being named CFO in May 2004,List([205, 232)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including Vice President of Finance for IBM Global Services,List([8, 96)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.46198222766826663		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including IBM Controller for IBM Global Services ; Vice President of Finance for Sales before,List([3, 7), [8, 123), [187, 193)))	TemporalArgument(being named CFO in May 2004,List([194, 221)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including IBM Controller for IBM Global Services ; Vice President of Finance for Sales,List([8, 123)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.46198222766826663		SimpleArgument(He,List([0, 2)))	Relation(held a number of senior positions including Vice President for IBM Global Services before,List([3, 7), [8, 85), [187, 193)))	TemporalArgument(being named CFO in May 2004,List([194, 221)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.6783685094789625		SimpleArgument(He,List([0, 2)))	Relation(held,List([3, 7)))	SimpleArgument(a number of senior positions including Vice President for IBM Global Services,List([8, 85)))	He held a number of senior positions including Vice President and IBM Controller; Vice President of Finance and Planning for IBM Global Services; Vice President of Finance for Sales and Distribution; Vice President of Finance for the IBM Personal Systems Group, and Senior Vice President and General Manager of IBM Global Financing before being named CFO in May 2004.
0.39213989408341976	Context(he took on,List([15, 30)))	SimpleArgument(he,List([15, 17)))	Relation(took on the Enterprise Transformation role to lead,List([23, 30), [31, 45)))	SimpleArgument(IBM transformation,List([74, 92)))	In July 2010, he also took on the Enterprise Transformation role to lead IBM's integration and transformation.
0.39213989408341976		SimpleArgument(he,List([15, 17)))	Relation(took on the Enterprise Transformation role to,List([23, 30), [31, 65), [66, 68)))	SimpleArgument(lead IBM transformation,List([69, 92)))	In July 2010, he also took on the Enterprise Transformation role to lead IBM's integration and transformation.
0.5926659981335703		SimpleArgument(he,List([15, 17)))	Relation(took on the Enterprise Transformation role In,List([0, 27), [28, 60), [61, 65)))	TemporalArgument(July 2010,List([3, 12)))	In July 2010, he also took on the Enterprise Transformation role to lead IBM's integration and transformation.
0.45592395356914683		SimpleArgument(he,List([15, 17)))	Relation(took on,List([23, 30)))	SimpleArgument(the Enterprise Transformation role,List([31, 65)))	In July 2010, he also took on the Enterprise Transformation role to lead IBM's integration and transformation.
