0.3853208301752743		SimpleArgument(band Aerosmith,List([64, 78)))	Relation([is] hard rock [from],List([54, 63)))	SimpleArgument(United States,List([45, 53)))	"Chip Away the Stone" is a song performed by American hard rock band Aerosmith.
0.8608249288794803		SimpleArgument(the track,List([45, 54)))	Relation(was recorded on,List([63, 75), [118, 120)))	TemporalArgument(June 4 , 1978,List([121, 134)))	The single also featured a studio version of the track, which was recorded at Long View Farm studio in Massachusetts on June 4, 1978, with the single's B-side being live versions of both "Chip Away The Stone" and "S.O.S. (Too Bad)" from their 1974 album Get Your Wings.
0.9045207649554154		SimpleArgument(the track,List([45, 54)))	Relation(was recorded at,List([63, 75), [76, 78)))	SpatialArgument(Long View Farm studio,List([79, 100)))	The single also featured a studio version of the track, which was recorded at Long View Farm studio in Massachusetts on June 4, 1978, with the single's B-side being live versions of both "Chip Away The Stone" and "S.O.S. (Too Bad)" from their 1974 album Get Your Wings.
0.5266464120963107		SimpleArgument(The single,List([0, 10)))	Relation(featured,List([16, 24)))	SimpleArgument(a studio version of the track,List([25, 54)))	The single also featured a studio version of the track, which was recorded at Long View Farm studio in Massachusetts on June 4, 1978, with the single's B-side being live versions of both "Chip Away The Stone" and "S.O.S. (Too Bad)" from their 1974 album Get Your Wings.
0.957537172965877		SimpleArgument(The back cover of Night in the Ruts,List([0, 35)))	Relation(come from,List([36, 40), [41, 45)))	SimpleArgument(a photoshoot,List([46, 58)))	The front and back cover of Night in the Ruts come from a photoshoot originally intended for the cover of this single.
0.8321465232489272		SimpleArgument(a photoshoot,List([47, 59)))	Relation(intended,List([71, 79)))	TemporalArgument(originally,List([60, 70)))	The front and back cover of Night in the Ruts come from a photoshoot originally intended for the cover of this single.
0.8872966301155124		SimpleArgument(a photoshoot,List([47, 59)))	Relation(intended for,List([71, 79), [80, 83)))	SimpleArgument(the cover of this single,List([84, 108)))	The front and back cover of Night in the Ruts come from a photoshoot originally intended for the cover of this single.
0.957537172965877		SimpleArgument(The front cover of Night in the Ruts,List([0, 36)))	Relation(come from,List([37, 41), [42, 46)))	SimpleArgument(a photoshoot,List([47, 59)))	The front and back cover of Night in the Ruts come from a photoshoot originally intended for the cover of this single.
0.7487947001927125		SimpleArgument(Chip Away the Stone,List([1, 20)))	Relation(peaked on the Billboard Hot 100 in,List([22, 28), [36, 60), [61, 63)))	TemporalArgument(1978,List([64, 68)))	"Chip Away the Stone" peaked at #77 on the Billboard Hot 100 in 1978, breaking the band's run of Top-40 charting singles in the United States at the time.
0.9105112124111094		SimpleArgument(Chip Away the Stone,List([1, 20)))	Relation(peaked on,List([22, 28), [36, 38)))	SimpleArgument(the Billboard Hot 100,List([39, 60)))	"Chip Away the Stone" peaked at #77 on the Billboard Hot 100 in 1978, breaking the band's run of Top-40 charting singles in the United States at the time.
0.8161043284476039		SimpleArgument(Chip Away the Stone,List([1, 20)))	Relation(peaked on the Billboard Hot 100 at,List([22, 28), [29, 56), [57, 60)))	TemporalArgument(#77,List([32, 35)))	"Chip Away the Stone" peaked at #77 on the Billboard Hot 100 in 1978, breaking the band's run of Top-40 charting singles in the United States at the time.
0.9030401971054747		SimpleArgument(The song,List([0, 8)))	Relation(was also included on,List([9, 26), [27, 29)))	SimpleArgument(the albums Gems in 1988,List([30, 53)))	The song was also included on the albums Gems in 1988 (studio version - its 1st appearance on an Aerosmith album), Pandora's Box in 1991 (alternate studio version), and Greatest Hits 1973–1988 in 2004.
0.9030401971054747		SimpleArgument(The song,List([0, 8)))	Relation(was also included on,List([9, 26), [27, 29)))	SimpleArgument(the albums,List([30, 40)))	The song was also included on the albums Gems in 1988 (studio version - its 1st appearance on an Aerosmith album), Pandora's Box in 1991 (alternate studio version), and Greatest Hits 1973–1988 in 2004.
0.8797652531099371		SimpleArgument(Live video,List([0, 10)))	Relation(is featured on,List([11, 13), [19, 27), [28, 30)))	SimpleArgument(Aerosmith Video Scrapbook,List([31, 56)))	Live video is also featured on Aerosmith Video Scrapbook.
0.38089450366724514		SimpleArgument(Tracks chart,List([58, 70)))	Relation([is] Rock [of],List([53, 57)))	SimpleArgument(Mainstream,List([42, 52)))	The song re-charted in 1988 at #13 on the Mainstream Rock Tracks chart, when it was included on the collection Gems, 10 years after its initial release.
0.41763505952380825		SimpleArgument(it,List([77, 79)))	Relation(was included on,List([80, 92), [93, 95)))	SimpleArgument(the collection Gems, 10 years after its initial release,List([96, 151)))	The song re-charted in 1988 at #13 on the Mainstream Rock Tracks chart, when it was included on the collection Gems, 10 years after its initial release.
0.8797652531099371		SimpleArgument(The song,List([0, 8)))	Relation(re-charted on,List([9, 19), [35, 37)))	SpatialArgument(the Mainstream Rock Tracks chart,List([38, 70)))	The song re-charted in 1988 at #13 on the Mainstream Rock Tracks chart, when it was included on the collection Gems, 10 years after its initial release.
0.681898541880026		SimpleArgument(The song,List([0, 8)))	Relation(re-charted at,List([9, 19), [28, 30)))	TemporalArgument(#13,List([31, 34)))	The song re-charted in 1988 at #13 on the Mainstream Rock Tracks chart, when it was included on the collection Gems, 10 years after its initial release.
0.7665350501724939		SimpleArgument(The song,List([0, 8)))	Relation(re-charted in,List([9, 19), [20, 22)))	TemporalArgument(1988,List([23, 27)))	The song re-charted in 1988 at #13 on the Mainstream Rock Tracks chart, when it was included on the collection Gems, 10 years after its initial release.
0.6609301329925201		SimpleArgument(1989,List([4, 8)))	Relation(contains,List([16, 24)))	SimpleArgument(the original studio version of "S.O.S (Too Bad)" as the B side,List([25, 87)))	The 1989 single contains the original studio version of "S.O.S (Too Bad)" as the B side.
0.8321465232489272		SimpleArgument(The song,List([0, 8)))	Relation(played live,List([27, 38)))	TemporalArgument(only occasionally,List([9, 26)))	The song was a regular part of the setlist in Aerosmith concerts in 1978, but only occasionally played live after that year.
0.7419888577583088		SimpleArgument(The song,List([0, 8)))	Relation(played live after,List([27, 38), [39, 44)))	TemporalArgument(that year,List([45, 54)))	The song was a regular part of the setlist in Aerosmith concerts in 1978, but only occasionally played live after that year.
0.9597492605074653		SimpleArgument(The song,List([0, 8)))	Relation(was,List([9, 12)))	SimpleArgument(a regular part of the setlist in Aerosmith concerts in 1978,List([13, 72)))	The song was a regular part of the setlist in Aerosmith concerts in 1978, but only occasionally played live after that year.
0.9107565117818446		SimpleArgument(Joe Perry,List([29, 38)))	Relation(performed this song,List([39, 48), [49, 58)))	TemporalArgument(35 years after its release,List([0, 26)))	35 years after its release, Steven Tyler and Joe Perry performed this song with Randy Jackson and members of the house band on The Tonight Show with Jay Leno on January 20, 2012.
0.9084353254608957		SimpleArgument(Joe Perry,List([29, 38)))	Relation(performed this song on,List([39, 48), [49, 58), [78, 80)))	TemporalArgument(January 20 , 2012,List([81, 98)))	35 years after its release, Steven Tyler and Joe Perry performed this song with Randy Jackson and members of the house band on The Tonight Show with Jay Leno on January 20, 2012.
0.9266232318014763		SimpleArgument(Joe Perry,List([29, 38)))	Relation(performed,List([39, 48)))	SimpleArgument(this song,List([49, 58)))	35 years after its release, Steven Tyler and Joe Perry performed this song with Randy Jackson and members of the house band on The Tonight Show with Jay Leno on January 20, 2012.
0.9107565117818446		SimpleArgument(Steven Tyler,List([29, 41)))	Relation(performed this song,List([42, 51), [52, 61)))	TemporalArgument(35 years after its release,List([0, 26)))	35 years after its release, Steven Tyler and Joe Perry performed this song with Randy Jackson and members of the house band on The Tonight Show with Jay Leno on January 20, 2012.
0.9084353254608957		SimpleArgument(Steven Tyler,List([29, 41)))	Relation(performed this song on,List([42, 51), [52, 61), [81, 83)))	TemporalArgument(January 20 , 2012,List([84, 101)))	35 years after its release, Steven Tyler and Joe Perry performed this song with Randy Jackson and members of the house band on The Tonight Show with Jay Leno on January 20, 2012.
0.9266232318014763		SimpleArgument(Steven Tyler,List([29, 41)))	Relation(performed,List([42, 51)))	SimpleArgument(this song,List([52, 61)))	35 years after its release, Steven Tyler and Joe Perry performed this song with Randy Jackson and members of the house band on The Tonight Show with Jay Leno on January 20, 2012.
