0.8306090960787457		SimpleArgument(Clock repair Appraisals,List([0, 23)))	Relation(Established in,List([24, 35), [36, 38)))	TemporalArgument(1980,List([39, 43)))	Jewelry repair Watch and Clock repair Appraisals Established in 1980.
0.3853208301752743		SimpleArgument(Wirt Steed,List([44, 54)))	Relation([is] father [of],List([35, 41)))	SimpleArgument(mine,List([32, 34)))	I met Ron when I was 21 years old and going with my father, Wirt Steed, to his store to conduct business.
0.41051436014453063		SimpleArgument(I,List({15}))	Relation(to conduct,List([70, 80)))	SimpleArgument(business,List([81, 89)))	I met Ron when I was 21 years old and going with my father, Wirt Steed, to his store to conduct business.
0.46321337686369213		SimpleArgument(I,List({0}))	Relation(met Ron,List([2, 5), [6, 9)))	TemporalArgument(when I was going with my father , Wirt Steed , to his store,List([10, 69)))	I met Ron when I was 21 years old and going with my father, Wirt Steed, to his store to conduct business.
0.5222094630377523		SimpleArgument(I,List({15}))	Relation(was,List([17, 20)))	SimpleArgument(21 years old,List([21, 33)))	I met Ron when I was 21 years old and going with my father, Wirt Steed, to his store to conduct business.
0.30899953469486874		SimpleArgument(I,List({0}))	Relation(met Ron,List([2, 5), [6, 9)))	TemporalArgument(when I was 21 years old,List([10, 33)))	I met Ron when I was 21 years old and going with my father, Wirt Steed, to his store to conduct business.
0.5680679595514976		SimpleArgument(I,List({0}))	Relation(met,List([2, 5)))	SimpleArgument(Ron,List([6, 9)))	I met Ron when I was 21 years old and going with my father, Wirt Steed, to his store to conduct business.
0.30297744566198154		SimpleArgument(I,List({0}))	Relation(became as well,List([2, 8), [20, 27)))	SimpleArgument(his friend,List([9, 19)))	They were great friends and I became his friend as well.
0.6155020116081594		SimpleArgument(They,List([0, 4)))	Relation(were,List([5, 9)))	SimpleArgument(great friends,List([10, 23)))	They were great friends and I became his friend as well.
0.292827695956731	Context(I felt,List([107, 113)))	SimpleArgument(I,List({107}))	Relation(felt to settle into,List([109, 113), [124, 133), [134, 138)))	SimpleArgument(the store,List([139, 148)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.24974086267242848		SimpleArgument(I,List({107}))	Relation(felt compelled to settle into the store,List([109, 113), [114, 148)))	TemporalArgument(recently,List([68, 76)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.5988484703009084		SimpleArgument(I,List({107}))	Relation(felt compelled to settle into the store After,List([0, 5), [109, 142), [143, 148)))	TemporalArgument(being in the wholesale jewelry business for over 20 years,List([6, 63)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.45694023613443424		SimpleArgument(I,List({107}))	Relation(felt,List([109, 113)))	SimpleArgument(compelled to settle into the store,List([114, 148)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.41051436014453063		SimpleArgument(I,List({107}))	Relation(compelled to,List([114, 123), [124, 126)))	SimpleArgument(settle into the store,List([127, 148)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.1273814832686296	Context(I felt,List([107, 113)))	SimpleArgument(I,List({107}))	Relation(felt to stop,List([109, 113), [124, 131)))	SimpleArgument(traveling,List([132, 141)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.24974086267242848		SimpleArgument(I,List({107}))	Relation(felt compelled to stop traveling,List([109, 113), [114, 141)))	TemporalArgument(recently,List([68, 76)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.5988484703009084		SimpleArgument(I,List({107}))	Relation(felt compelled to stop traveling After,List([0, 5), [109, 131), [132, 141)))	TemporalArgument(being in the wholesale jewelry business for over 20 years,List([6, 63)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.22876658274353207		SimpleArgument(I,List({107}))	Relation(felt,List([109, 113)))	SimpleArgument(compelled to stop traveling,List([114, 141)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.19710908353723788		SimpleArgument(I,List({107}))	Relation(compelled to,List([114, 123), [124, 126)))	SimpleArgument(stop traveling,List([127, 141)))	After being in the wholesale jewelry business for over 20 years and recently married with 2 two children, I felt compelled to stop traveling and settle into the store.
0.22506131975927415		SimpleArgument(I,List({0}))	Relation(have enjoyed it,List([2, 14), [15, 17)))	TemporalArgument(ever since,List([18, 28)))	I have enjoyed it ever since.
0.30899953469486874		SimpleArgument(I,List({0}))	Relation(have enjoyed,List([2, 14)))	SimpleArgument(it,List([15, 17)))	I have enjoyed it ever since.
0.48903187625367955		SimpleArgument(My passion,List([0, 10)))	Relation(is helping in,List([11, 21), [22, 24)))	SimpleArgument(their decision,List([25, 39)))	My passion is making people feel comfortable and helping in their decision to purchase not just a piece of jewelry, but a lifelong memory.
0.7047348091086675	Context(My passion is making,List([0, 20)))	SimpleArgument(people,List([21, 27)))	Relation(feel,List([28, 32)))	SimpleArgument(comfortable,List([33, 44)))	My passion is making people feel comfortable and helping in their decision to purchase not just a piece of jewelry, but a lifelong memory.
0.5853715946324679		SimpleArgument(My passion,List([0, 10)))	Relation(is making,List([11, 20)))	SimpleArgument(people feel comfortable,List([21, 44)))	My passion is making people feel comfortable and helping in their decision to purchase not just a piece of jewelry, but a lifelong memory.
0.6155020116081594		SimpleArgument(you,List([31, 34)))	Relation(to have,List([35, 42)))	SimpleArgument(a friendly experience,List([43, 64)))	Our family has enjoyed serving our customers and invites you to visit our store and have a friendly experience.
0.48903187625367955		SimpleArgument(Our family,List([0, 10)))	Relation(has enjoyed,List([11, 22)))	SimpleArgument(invites you to have a friendly experience,List([23, 64)))	Our family has enjoyed serving our customers and invites you to visit our store and have a friendly experience.
0.4649296389869295		SimpleArgument(you,List([31, 34)))	Relation(to visit,List([35, 43)))	SimpleArgument(our store,List([44, 53)))	Our family has enjoyed serving our customers and invites you to visit our store and have a friendly experience.
0.48903187625367955		SimpleArgument(Our family,List([0, 10)))	Relation(has enjoyed,List([11, 22)))	SimpleArgument(invites you to visit our store,List([23, 53)))	Our family has enjoyed serving our customers and invites you to visit our store and have a friendly experience.
0.43385307460759115	Context(Our family has enjoyed,List([0, 22)))	SimpleArgument(Our family,List([0, 10)))	Relation(has enjoyed serving,List([11, 22), [23, 30)))	SimpleArgument(our customers,List([31, 44)))	Our family has enjoyed serving our customers and invites you to visit our store and have a friendly experience.
0.43385307460759115		SimpleArgument(Our family,List([0, 10)))	Relation(has enjoyed,List([11, 22)))	SimpleArgument(serving our customers,List([23, 44)))	Our family has enjoyed serving our customers and invites you to visit our store and have a friendly experience.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(have,List([2, 6)))	SimpleArgument(a passion for working with customers,List([7, 43)))	I have been in the Jewelry Business for over 21 years and I have a passion for working with customers to find that special and unique piece.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(have been in the Jewelry Business for,List([2, 11), [12, 35), [36, 39)))	TemporalArgument(over 21 years,List([40, 53)))	I have been in the Jewelry Business for over 21 years and I have a passion for working with customers to find that special and unique piece.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(have been in,List([2, 11), [12, 14)))	SimpleArgument(the Jewelry Business,List([15, 35)))	I have been in the Jewelry Business for over 21 years and I have a passion for working with customers to find that special and unique piece.
0.7955801501517452	Context(every person walking into our store will feel,List([0, 45)))	SimpleArgument(every person,List([0, 12)))	Relation(walking into,List([13, 20), [21, 25)))	SimpleArgument(our store,List([26, 35)))	Our business is family owned and operated and every person walking into our store will feel comfortable.
0.4132557530381822		SimpleArgument(every person walking into our store,List([0, 35)))	Relation(will feel,List([36, 45)))	SimpleArgument(comfortable,List([46, 57)))	Our business is family owned and operated and every person walking into our store will feel comfortable.
0.30455698171167234		SimpleArgument(Our business,List([0, 12)))	Relation(owned,List([23, 28)))		Our business is family owned and operated and every person walking into our store will feel comfortable.
0.7005288659799959		SimpleArgument(Our business,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(family owned,List([16, 28)))	Our business is family owned and operated and every person walking into our store will feel comfortable.
