0.3497525988439521		SimpleArgument(I,List({0}))	Relation(have resided in Plant City for,List([2, 14), [15, 28), [39, 42)))	TemporalArgument(more than 58 years,List([43, 61)))	I was born in Moultrie Georgia but have resided in Plant City, Florida for more than 58 years.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , plastic signs including distortion screening of installation,List([39, 202)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , plastic signs including distortion screening of project management,List([39, 208)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , plastic signs including distortion screening of permitting,List([39, 200)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , plastic signs including distortion screening of faces,List([39, 195)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , metal signs including distortion screening of service,List([39, 195)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , metal signs including distortion screening of installation,List([39, 200)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , metal signs including distortion screening of project management,List([39, 206)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , metal signs including distortion screening of permitting,List([39, 198)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.7050355028445897		SimpleArgument(My time,List([0, 7)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site fabrication of all types of neon , metal signs including distortion screening of faces,List([39, 193)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.5691839633287576		SimpleArgument(me,List([33, 35)))	Relation(to gain,List([36, 43)))	SimpleArgument(knowledge of all phases of the sign industry from sales , site negotiations,List([44, 119)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.7050355028445897		SimpleArgument(My time,List([0, 7)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site negotiations,List([39, 119)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.44721489764299094		SimpleArgument(My time,List([0, 7)))	Relation(enabled,List([25, 32)))	SimpleArgument(me,List([33, 35)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site contract review,List([39, 122)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales,List([39, 99)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site estimating,List([39, 117)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site design,List([39, 113)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.45170382506656653		SimpleArgument(me,List([33, 35)))	Relation(to gain knowledge of all phases of the sign industry from,List([36, 43), [44, 88), [89, 93)))	SimpleArgument(sales,List([94, 99)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.45170382506656653		SimpleArgument(me,List([33, 35)))	Relation(to gain,List([36, 43)))	SimpleArgument(knowledge of all phases of the sign industry,List([44, 88)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.836691001262673		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled me to,List([25, 32), [33, 35), [36, 38)))	SimpleArgument(gain knowledge of all phases of the sign industry from sales , site survey,List([39, 113)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.6342486818307926		SimpleArgument(My time spent with Heath,List([0, 24)))	Relation(enabled,List([25, 32)))	SimpleArgument(me,List([33, 35)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.6796597830231682		SimpleArgument(My time,List([0, 7)))	Relation(spent with,List([8, 13), [14, 18)))	SimpleArgument(Heath,List([19, 24)))	My time spent with Heath enabled me to gain knowledge of all phases of the sign industry from sales, site survey, design, estimating, engineering, contract review and negotiations, fabrication of all types of neon, metal and plastic signs including distortion screening of faces, permitting, project management, installation and service.
0.8623380302063632	Context(I have believed,List([0, 22)))	SimpleArgument(the high customer satisfaction,List([28, 58)))	Relation(is,List([59, 61)))	SimpleArgument(the most important aspect of our trade,List([62, 100)))	I have always believed that the bottom line results and high customer satisfaction is the most important aspect of our trade.
0.17853087458024205		SimpleArgument(I,List({0}))	Relation(have believed that the high customer satisfaction is the most important aspect of our trade,List([2, 6), [14, 22), [23, 100)))	TemporalArgument(always,List([7, 13)))	I have always believed that the bottom line results and high customer satisfaction is the most important aspect of our trade.
0.26495136357128257		SimpleArgument(I,List({0}))	Relation(have believed that,List([2, 6), [14, 22), [23, 27)))	SimpleArgument(the high customer satisfaction is the most important aspect of our trade,List([28, 100)))	I have always believed that the bottom line results and high customer satisfaction is the most important aspect of our trade.
0.22015391053105568		SimpleArgument(I,List({0}))	Relation(have believed that the bottom line results,List([2, 6), [14, 22), [23, 51)))	TemporalArgument(always,List([7, 13)))	I have always believed that the bottom line results and high customer satisfaction is the most important aspect of our trade.
0.3497525988439521		SimpleArgument(I,List({0}))	Relation(have believed that,List([2, 6), [14, 22), [23, 27)))	SimpleArgument(the bottom line results,List([28, 51)))	I have always believed that the bottom line results and high customer satisfaction is the most important aspect of our trade.
0.4978219019954182		SimpleArgument(I,List({0}))	Relation(have had,List([2, 10)))	SimpleArgument(many relationships with sub-contractors across the United States,List([11, 75)))	I have had many relationships with customers and sub-contractors across the United States.
0.4978219019954182		SimpleArgument(I,List({0}))	Relation(have had,List([2, 10)))	SimpleArgument(many relationships with customers across the United States,List([11, 69)))	I have had many relationships with customers and sub-contractors across the United States.
0.9446156542204318		SimpleArgument(a self - motivated , hands - on type person,List([5, 48)))	Relation(enjoys,List([53, 59)))	SimpleArgument(problem challenges,List([60, 78)))	I am a self-motivated, hands-on type person who enjoys problem solving and challenges.
0.6367319478431899		SimpleArgument(I,List({0}))	Relation(am,List([2, 4)))	SimpleArgument(a self - motivated , hands - on type person who enjoys problem challenges,List([5, 78)))	I am a self-motivated, hands-on type person who enjoys problem solving and challenges.
0.7130135287477929		SimpleArgument(problem,List([60, 67)))	Relation(solving,List([68, 75)))		I am a self-motivated, hands-on type person who enjoys problem solving and challenges.
0.9446156542204318		SimpleArgument(a self - motivated , hands - on type person,List([5, 48)))	Relation(enjoys,List([53, 59)))	SimpleArgument(problem solving,List([60, 75)))	I am a self-motivated, hands-on type person who enjoys problem solving and challenges.
0.6367319478431899		SimpleArgument(I,List({0}))	Relation(am,List([2, 4)))	SimpleArgument(a self - motivated , hands - on type person who enjoys problem,List([5, 67)))	I am a self-motivated, hands-on type person who enjoys problem solving and challenges.
0.16235220060090308	Context(I envision,List([0, 10)))	SimpleArgument(it,List([11, 13)))	Relation(working,List([14, 21)))		I see a process and envision it working
0.263652756827333		SimpleArgument(I,List({0}))	Relation(envision,List([2, 10)))	SimpleArgument(it working,List([11, 21)))	I see a process and envision it working
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(see,List([2, 5)))	SimpleArgument(a process,List([6, 15)))	I see a process and envision it working
