0.9180804252893389		SimpleArgument(a poet,List([18, 24)))	Relation(writing in,List([25, 32), [33, 35)))	SpatialArgument(Sanskrit,List([36, 44)))	Srinivas Rath was a poet writing in Sanskrit.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [48, 50)))	TemporalArgument(Madhya Pradesh of India of Kalidasa Academy of Ujjain,List([51, 104)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [48, 50)))	TemporalArgument(Ujjain of Kalidasa Academy of Ujjain,List([51, 87)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [48, 50)))	TemporalArgument(Sanskrit of Kalidasa Academy of Ujjain,List([51, 89)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9382554258342916		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired,List([10, 21)))	TemporalArgument(Head of School of Studies,List([22, 47)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [32, 34)))	SpatialArgument(Ex-Director of Kalidasa Academy of Ujjain,List([35, 76)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [32, 34)))	SpatialArgument(Madhya Pradesh of India of Kalidasa Academy of Ujjain,List([35, 88)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [32, 34)))	SpatialArgument(Ujjain of Kalidasa Academy of Ujjain,List([35, 71)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [32, 34)))	SpatialArgument(Vikram University of Kalidasa Academy of Ujjain,List([35, 82)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [32, 34)))	SpatialArgument(Sanskrit of Kalidasa Academy of Ujjain,List([35, 73)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.9382554258342916		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired,List([10, 21)))	TemporalArgument(Professor,List([22, 31)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
0.8847999636040884		SimpleArgument(He,List([0, 2)))	Relation(was Chairman of,List([3, 18)))	SimpleArgument(Sanskrit Kavi Sammelan,List([19, 41)))	He was Chairman of Sanskrit Kavi Sammelan on 7 January 1997 organized by 10th World Sanskrit Conference (3-9, January 1997) held at Taralabalu Kendra, Bangalare.
0.9397001286877047		SimpleArgument(10th World Sanskrit Conference,List([73, 103)))	Relation(held at,List([124, 128), [129, 131)))	SpatialArgument(Taralabalu Kendra,List([132, 149)))	He was Chairman of Sanskrit Kavi Sammelan on 7 January 1997 organized by 10th World Sanskrit Conference (3-9, January 1997) held at Taralabalu Kendra, Bangalare.
0.5680679595514976		SimpleArgument(He,List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(Chairman of Sanskrit Kavi Sammelan on 7 January 1997,List([7, 59)))	He was Chairman of Sanskrit Kavi Sammelan on 7 January 1997 organized by 10th World Sanskrit Conference (3-9, January 1997) held at Taralabalu Kendra, Bangalare.
0.6237293296331472		SimpleArgument(His contributions to the field of Modern Sanskrit Literature,List([0, 60)))	Relation(are,List([61, 64)))	SimpleArgument(very much appreciable,List([65, 86)))	His contributions to the field of Modern Sanskrit Literature are very much appreciable.
0.7003240400067219		SimpleArgument(his last breath,List([26, 41)))	Relation(living behind,List([42, 48), [49, 55)))	SpatialArgument(three family at Ujjain,List([56, 78)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
0.5926659981335703		SimpleArgument(he,List([18, 20)))	Relation(took his last breath living behind three family at Ujjain On,List([0, 2), [21, 71), [72, 78)))	TemporalArgument(June 13 , 2014,List([3, 17)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
0.3498441627223176		SimpleArgument(he,List([18, 20)))	Relation(took,List([21, 25)))	SimpleArgument(his last breath living behind three family at Ujjain,List([26, 78)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
0.604082139988883		SimpleArgument(his last breath,List([26, 41)))	Relation(living at,List([42, 48), [67, 69)))	SpatialArgument(Ujjain,List([70, 76)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
0.6601056213946704		SimpleArgument(his last breath,List([26, 41)))	Relation(living behind,List([42, 48), [49, 55)))	SpatialArgument(three sons,List([56, 66)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
0.5926659981335703		SimpleArgument(he,List([18, 20)))	Relation(took his last breath living behind three sons at Ujjain On,List([0, 2), [21, 69), [70, 76)))	TemporalArgument(June 13 , 2014,List([3, 17)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
0.3498441627223176		SimpleArgument(he,List([18, 20)))	Relation(took,List([21, 25)))	SimpleArgument(his last breath living behind three sons at Ujjain,List([26, 76)))	On June 13, 2014 he took his last breath living behind three sons and family at Ujjain.
