0.7323734373534755		SimpleArgument(this club,List([76, 85)))	Relation(was formed,List([86, 96)))		By observing the growing demand of big data analytics at the industry level this club was formed.
0.45170382506656653		SimpleArgument(We,List([0, 2)))	Relation(emphasize on,List([3, 12), [13, 15)))	TemporalArgument(video sharing sessions,List([16, 38)))	We emphasize on video sharing sessions as well as discussion sessions so that students can participate in large numbers.
0.8817598924294554	Context(We believe,List([0, 10)))	SimpleArgument(the learning,List([16, 28)))	Relation(should be,List([29, 38)))	SimpleArgument(a blend of practical knowledge,List([39, 69)))	We believe that the learning should be a blend of theory as well as practical knowledge.
0.39746064682094406		SimpleArgument(We,List([0, 2)))	Relation(believe that,List([3, 10), [11, 15)))	SimpleArgument(the learning should be a blend of practical knowledge,List([16, 69)))	We believe that the learning should be a blend of theory as well as practical knowledge.
0.8817598924294554	Context(We believe,List([0, 10)))	SimpleArgument(the learning,List([16, 28)))	Relation(should be,List([29, 38)))	SimpleArgument(a blend of theory,List([39, 56)))	We believe that the learning should be a blend of theory as well as practical knowledge.
0.39746064682094406		SimpleArgument(We,List([0, 2)))	Relation(believe that,List([3, 10), [11, 15)))	SimpleArgument(the learning should be a blend of theory,List([16, 56)))	We believe that the learning should be a blend of theory as well as practical knowledge.
0.8668367470739037	Context(students can learn,List([22, 40)))	SimpleArgument(students,List([22, 30)))	Relation(can learn to apply their brains towards,List([31, 40), [41, 49), [50, 62), [63, 70)))	SimpleArgument(the right direction,List([71, 90)))	We give the students practical exposure by various case studies and live projects so that students can understand the intricacies of a project and learn to apply their brains towards the right direction.
0.7794154230651349	Context(students can learn,List([22, 40)))	SimpleArgument(students,List([22, 30)))	Relation(can learn to apply,List([31, 40), [41, 49)))	SimpleArgument(their brains,List([50, 62)))	We give the students practical exposure by various case studies and live projects so that students can understand the intricacies of a project and learn to apply their brains towards the right direction.
0.7794154230651349		SimpleArgument(students,List([22, 30)))	Relation(can learn to,List([31, 40), [41, 43)))	SimpleArgument(apply their brains towards the right direction,List([44, 90)))	We give the students practical exposure by various case studies and live projects so that students can understand the intricacies of a project and learn to apply their brains towards the right direction.
0.8942434158739456		SimpleArgument(students,List([22, 30)))	Relation(can understand,List([31, 45)))	SimpleArgument(the intricacies of a project,List([46, 74)))	We give the students practical exposure by various case studies and live projects so that students can understand the intricacies of a project and learn to apply their brains towards the right direction.
0.45170382506656653		SimpleArgument(We,List([0, 2)))	Relation(give the students,List([3, 7), [8, 20)))	SimpleArgument(practical exposure by various case studies,List([21, 63)))	We give the students practical exposure by various case studies and live projects so that students can understand the intricacies of a project and learn to apply their brains towards the right direction.
0.45170382506656653		SimpleArgument(We,List([0, 2)))	Relation(give,List([3, 7)))	SimpleArgument(the students,List([8, 20)))	We give the students practical exposure by various case studies and live projects so that students can understand the intricacies of a project and learn to apply their brains towards the right direction.
0.8466416222141189		SimpleArgument(quizzes,List([17, 24)))	Relation(related to analytics in,List([25, 32), [33, 45), [64, 66)))	SimpleArgument(order,List([67, 72)))	We have as many as 50 members in our club and we also organise quizzes related to analytics on a timely basis in order to keep ourselves abreast of the latest happenings of the analytics world.
0.8942434158739456		SimpleArgument(quizzes,List([17, 24)))	Relation(related to,List([25, 32), [33, 35)))	SimpleArgument(analytics,List([36, 45)))	We have as many as 50 members in our club and we also organise quizzes related to analytics on a timely basis in order to keep ourselves abreast of the latest happenings of the analytics world.
0.5275899385541258		SimpleArgument(we,List([0, 2)))	Relation(organise,List([8, 16)))	SimpleArgument(quizzes related to analytics on a timely basis in order,List([17, 72)))	We have as many as 50 members in our club and we also organise quizzes related to analytics on a timely basis in order to keep ourselves abreast of the latest happenings of the analytics world.
0.515999972820282		SimpleArgument(We,List([0, 0)))	Relation(have [number of] members,List([0, 0)))	SimpleArgument(50,List(null))	We have as many as 50 members in our club and we also organise quizzes related to analytics on a timely basis in order to keep ourselves abreast of the latest happenings of the analytics world.
0.9990000128746033		SimpleArgument(We,List([0, 0)))	Relation(have,List([0, 0)))	SimpleArgument(50 members,List(null))	We have as many as 50 members in our club and we also organise quizzes related to analytics on a timely basis in order to keep ourselves abreast of the latest happenings of the analytics world.
0.30899953469486874		SimpleArgument(We,List([0, 2)))	Relation(have,List([3, 7)))	SimpleArgument(as many as 50 members in our club,List([8, 41)))	We have as many as 50 members in our club and we also organise quizzes related to analytics on a timely basis in order to keep ourselves abreast of the latest happenings of the analytics world.
0.9105129651916236		SimpleArgument(workshops,List([60, 69)))	Relation(related to,List([70, 77), [78, 80)))	SimpleArgument(analytics tools like SAS,List([81, 105)))	We believe in continual improvement and hence we are putting efforts in the direction of conducting workshops related to analytics tools like SAS, SPSS in the guidance of faculty members and PHD scholars.
0.45170382506656653		SimpleArgument(we,List([6, 8)))	Relation(are putting efforts in,List([9, 20), [21, 28), [29, 31)))	SimpleArgument(the direction of conducting workshops,List([32, 69)))	We believe in continual improvement and hence we are putting efforts in the direction of conducting workshops related to analytics tools like SAS, SPSS in the guidance of faculty members and PHD scholars.
0.45170382506656653		SimpleArgument(we,List([6, 8)))	Relation(are putting,List([9, 20)))	SimpleArgument(efforts,List([21, 28)))	We believe in continual improvement and hence we are putting efforts in the direction of conducting workshops related to analytics tools like SAS, SPSS in the guidance of faculty members and PHD scholars.
0.45170382506656653		SimpleArgument(We,List([0, 2)))	Relation(believe in,List([3, 10), [11, 13)))	SimpleArgument(continual improvement,List([14, 35)))	We believe in continual improvement and hence we are putting efforts in the direction of conducting workshops related to analytics tools like SAS, SPSS in the guidance of faculty members and PHD scholars.
0.8211012035398638		SimpleArgument(students,List([167, 175)))	Relation(can get,List([176, 183)))	SimpleArgument(a grasp of it,List([184, 197)))	We would also look towards developing the relations with the industry experts through the means of annual summits organised by our department as well as by conducting the guest lectures' so that students can get a grasp of it.
0.9030401971054747		SimpleArgument(annual summits,List([99, 113)))	Relation(organised by,List([114, 123), [124, 126)))	SimpleArgument(conducting the guest lectures ',List([127, 158)))	We would also look towards developing the relations with the industry experts through the means of annual summits organised by our department as well as by conducting the guest lectures' so that students can get a grasp of it.
0.292827695956731	Context(We would look,List([0, 18)))	SimpleArgument(We,List([0, 2)))	Relation(would look towards developing,List([3, 8), [14, 18), [19, 37)))	SimpleArgument(the relations with the industry experts,List([38, 77)))	We would also look towards developing the relations with the industry experts through the means of annual summits organised by our department as well as by conducting the guest lectures' so that students can get a grasp of it.
0.39906113947437843		SimpleArgument(We,List([0, 2)))	Relation(would look towards,List([3, 8), [14, 18), [19, 26)))	SimpleArgument(developing the relations with the industry experts through the means of annual summits,List([27, 113)))	We would also look towards developing the relations with the industry experts through the means of annual summits organised by our department as well as by conducting the guest lectures' so that students can get a grasp of it.
0.8348583869532935		SimpleArgument(annual summits,List([99, 113)))	Relation(organised by,List([114, 123), [124, 126)))	SimpleArgument(our department,List([127, 141)))	We would also look towards developing the relations with the industry experts through the means of annual summits organised by our department as well as by conducting the guest lectures' so that students can get a grasp of it.
