0.9436221120476838		SimpleArgument(Anderson High School,List([0, 20)))	Relation(operates under,List([21, 29), [30, 35)))	SpatialArgument(the Forest Hills School District,List([36, 68)))	Anderson High School operates under the Forest Hills School District.
0.913197594301744		SimpleArgument(a parent - teacher association,List([15, 45)))	Relation(supports,List([51, 59)))	SimpleArgument(several school activities,List([60, 85)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.8786149124474923		SimpleArgument(The school,List([0, 10)))	Relation(has,List([11, 14)))	SimpleArgument(a parent - teacher association that supports several school activities,List([15, 85)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.913197594301744		SimpleArgument(a parent - teacher association,List([15, 45)))	Relation(supports,List([51, 59)))	SimpleArgument(several school events,List([60, 81)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.8786149124474923		SimpleArgument(The school,List([0, 10)))	Relation(has,List([11, 14)))	SimpleArgument(a parent - teacher association that supports several school events,List([15, 81)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.9401624716630546		SimpleArgument(The school , based in Cincinnati,List([0, 32)))	Relation(offers,List([40, 46)))	SimpleArgument(various facilities,List([47, 65)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.9401624716630546		SimpleArgument(The school , based in Cincinnati,List([0, 32)))	Relation(offers,List([40, 46)))	SimpleArgument(various services,List([47, 63)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.9045207649554154		SimpleArgument(The school,List([0, 10)))	Relation(based in,List([13, 18), [19, 21)))	SpatialArgument(Cincinnati,List([22, 32)))	The school, based in Cincinnati, also offers various services and facilities and has a parent-teacher association that supports several school events and activities.
0.5691839633287576		SimpleArgument(It,List([0, 2)))	Relation(organizes,List([3, 12)))	SimpleArgument(a wide range of sporting activities , such as football,List([13, 67)))	It organizes a wide range of sporting activities, such as basketball, gymnastics, wrestling, swimming, diving and football.
0.5691839633287576		SimpleArgument(It,List([0, 2)))	Relation(organizes,List([3, 12)))	SimpleArgument(a wide range of sporting activities , such as diving,List([13, 65)))	It organizes a wide range of sporting activities, such as basketball, gymnastics, wrestling, swimming, diving and football.
0.5691839633287576		SimpleArgument(It,List([0, 2)))	Relation(organizes,List([3, 12)))	SimpleArgument(a wide range of sporting activities , such as swimming,List([13, 67)))	It organizes a wide range of sporting activities, such as basketball, gymnastics, wrestling, swimming, diving and football.
0.5691839633287576		SimpleArgument(It,List([0, 2)))	Relation(organizes,List([3, 12)))	SimpleArgument(a wide range of sporting activities , such as wrestling,List([13, 68)))	It organizes a wide range of sporting activities, such as basketball, gymnastics, wrestling, swimming, diving and football.
0.5691839633287576		SimpleArgument(It,List([0, 2)))	Relation(organizes,List([3, 12)))	SimpleArgument(a wide range of sporting activities , such as gymnastics,List([13, 69)))	It organizes a wide range of sporting activities, such as basketball, gymnastics, wrestling, swimming, diving and football.
0.5691839633287576		SimpleArgument(It,List([0, 2)))	Relation(organizes,List([3, 12)))	SimpleArgument(a wide range of sporting activities , such as basketball,List([13, 69)))	It organizes a wide range of sporting activities, such as basketball, gymnastics, wrestling, swimming, diving and football.
0.9449486126097173		SimpleArgument(The Forest Hills School District,List([0, 32)))	Relation(operates,List([38, 46)))	SimpleArgument(other schools , such as Turpin High School,List([47, 89)))	The Forest Hills School District also operates other schools, such as Ayer Elementary School, Mercer Elementary School and Turpin High School.
0.9449486126097173		SimpleArgument(The Forest Hills School District,List([0, 32)))	Relation(operates,List([38, 46)))	SimpleArgument(other schools , such as Mercer Elementary School,List([47, 95)))	The Forest Hills School District also operates other schools, such as Ayer Elementary School, Mercer Elementary School and Turpin High School.
0.9449486126097173		SimpleArgument(The Forest Hills School District,List([0, 32)))	Relation(operates,List([38, 46)))	SimpleArgument(other schools , such as Ayer Elementary School,List([47, 93)))	The Forest Hills School District also operates other schools, such as Ayer Elementary School, Mercer Elementary School and Turpin High School.
