0.8847641879927497		SimpleArgument(Historic Site,List([19, 32)))	Relation([is] National [of],List([10, 18)))	SimpleArgument(John Muir,List([0, 9)))	John Muir National Historic Site
0.7221236362490531		SimpleArgument(His concern over the fate of Yosemite Valley,List([0, 44)))	Relation(led,List([75, 78)))	SimpleArgument(him,List([79, 82)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.2658392749347332	Context(they went off,List([30, 43)))	SimpleArgument(they,List([30, 34)))	Relation(went off camping together,List([35, 43), [44, 60)))		Muir and Roosevelt got along so well, they went off camping together.
0.7217123362162615	Context(they went off,List([30, 43)))	SimpleArgument(Roosevelt,List([0, 9)))	Relation(got along so well,List([10, 27)))		Muir and Roosevelt got along so well, they went off camping together.
0.2658392749347332	Context(they went off,List([25, 38)))	SimpleArgument(they,List([25, 29)))	Relation(went off camping together,List([30, 38), [39, 55)))		Muir and Roosevelt got along so well, they went off camping together.
0.7217123362162615	Context(they went off,List([25, 38)))	SimpleArgument(Muir,List([0, 4)))	Relation(got along so well,List([5, 22)))		Muir and Roosevelt got along so well, they went off camping together.
0.302866339980142		SimpleArgument(they,List([25, 29)))	Relation(went off,List([30, 38)))	SimpleArgument(camping together,List([39, 55)))	Muir and Roosevelt got along so well, they went off camping together.
0.44251022175651566	Context(Muir said,List([0, 9)))	SimpleArgument(he,List([10, 12)))	Relation(convinced the president to,List([13, 22), [23, 36), [37, 39)))	SimpleArgument(also turn Mt,List([40, 52)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.8570625142864221		SimpleArgument(Muir,List([0, 4)))	Relation(said,List([5, 9)))	SimpleArgument(he convinced the president to also turn Mt,List([10, 52)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9180804252893389		SimpleArgument(the president,List([23, 36)))	Relation(to also turn,List([37, 49)))	SimpleArgument(Mt,List([50, 52)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.44251022175651566	Context(Muir said,List([0, 9)))	SimpleArgument(he,List([10, 12)))	Relation(convinced the president to,List([13, 22), [23, 36), [37, 39)))	SimpleArgument(also turn Grand Canyon,List([40, 62)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.8570625142864221		SimpleArgument(Muir,List([0, 4)))	Relation(said,List([5, 9)))	SimpleArgument(he convinced the president to also turn Grand Canyon,List([10, 62)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9180804252893389		SimpleArgument(the president,List([23, 36)))	Relation(to also turn,List([37, 49)))	SimpleArgument(Grand Canyon,List([50, 62)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.44251022175651566	Context(Muir said,List([0, 9)))	SimpleArgument(he,List([10, 12)))	Relation(convinced the president to,List([13, 22), [23, 36), [37, 39)))	SimpleArgument(also turn Sequoia / Kings Canyon,List([40, 72)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.39746064682094406	Context(Muir said,List([0, 9)))	SimpleArgument(he,List([10, 12)))	Relation(convinced,List([13, 22)))	SimpleArgument(the president,List([23, 36)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9058014127627384		SimpleArgument(Muir,List([0, 4)))	Relation(said,List([5, 9)))	SimpleArgument(he convinced the president to also turn Sequoia / Kings Canyon,List([10, 72)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9180804252893389		SimpleArgument(the president,List([23, 36)))	Relation(to also turn,List([37, 49)))	SimpleArgument(Sequoia / Kings Canyon,List([50, 72)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9058014127627384		SimpleArgument(Muir,List([0, 4)))	Relation(said,List([5, 9)))	SimpleArgument(he convinced the president to aquire not only Yosemite Valley as part of the National Park,List([10, 100)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9180804252893389		SimpleArgument(the president,List([23, 36)))	Relation(to aquire not only Yosemite Valley as,List([37, 46), [47, 71), [72, 74)))	SimpleArgument(part of the National Park,List([75, 100)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.9180804252893389		SimpleArgument(the president,List([23, 36)))	Relation(to aquire,List([37, 46)))	SimpleArgument(not only Yosemite Valley,List([47, 71)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.35798798219252614	Context(Muir said,List([0, 9)))	SimpleArgument(he,List([10, 12)))	Relation(stuffed him,List([15, 22), [23, 26)))	SimpleArgument(full of tree talk,List([27, 44)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.2323445791424426	Context(Muir said,List([0, 9)))	SimpleArgument(he,List([10, 12)))	Relation(stuffed,List([15, 22)))	SimpleArgument(him,List([23, 26)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.8328590624724563		SimpleArgument(Muir,List([0, 4)))	Relation(said,List([5, 9)))	SimpleArgument(he ' stuffed him full of tree talk,List([10, 44)))	Muir said he 'stuffed him full of tree talk', and convinced the president to aquire not only Yosemite Valley as part of the National Park, but to also turn Sequoia/Kings Canyon, Grand Canyon and Mt.
0.4953178616921359		SimpleArgument(Historic Site,List([27, 40)))	Relation([is] National [of],List([18, 26)))	SimpleArgument(John Muir,List([8, 17)))	Here at John Muir National Historic Site we preserve Muir's home where he wrote 12 books.
0.5961061943937731		SimpleArgument(he,List([71, 73)))	Relation(wrote 12 books,List([74, 79), [80, 88)))	SpatialArgument(Muir's home,List([53, 64)))	Here at John Muir National Historic Site we preserve Muir's home where he wrote 12 books.
0.45170382506656653		SimpleArgument(he,List([71, 73)))	Relation(wrote,List([74, 79)))	SimpleArgument(12 books,List([80, 88)))	Here at John Muir National Historic Site we preserve Muir's home where he wrote 12 books.
0.5961061943937731		SimpleArgument(we,List([41, 43)))	Relation(preserve Muir 's home,List([44, 52), [53, 64)))	SpatialArgument(Here at John Muir National Historic Site,List([0, 40)))	Here at John Muir National Historic Site we preserve Muir's home where he wrote 12 books.
0.4978219019954182		SimpleArgument(we,List([41, 43)))	Relation(preserve,List([44, 52)))	SimpleArgument(Muir's home,List([53, 64)))	Here at John Muir National Historic Site we preserve Muir's home where he wrote 12 books.
0.7711002770011991		SimpleArgument(Helen,List([17, 22)))	Relation(were married,List([23, 35)))		When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.7711002770011991		SimpleArgument(Wanda,List([17, 22)))	Relation(were married,List([23, 35)))		When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.6753309180785847		SimpleArgument(John,List([5, 9)))	Relation(moved,List([10, 15)))	SimpleArgument(out,List([16, 19)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.3853208301752743		SimpleArgument(Louie,List([80, 85)))	Relation([is] wife [of],List([75, 79)))	SimpleArgument(him,List([71, 74)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.33807174311641874		SimpleArgument(his wife,List([71, 79)))	Relation(had passed away,List([86, 89), [98, 109)))	TemporalArgument(already,List([90, 97)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.7365494964605014		SimpleArgument(his wife,List([71, 79)))	Relation(had passed away,List([86, 89), [98, 109)))	TemporalArgument(When John Muir died on Christmas Eve 1914 after 24 years in the home,List([0, 68)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.2554262218158773		SimpleArgument(his wife,List([71, 79)))	Relation(had passed away in,List([86, 89), [98, 109), [110, 112)))	TemporalArgument(1905,List([113, 117)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.8918329165024274		SimpleArgument(John Muir,List([5, 14)))	Relation(died after,List([15, 19), [42, 47)))	TemporalArgument(24 years in the home,List([48, 68)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.9382554258342916		SimpleArgument(John Muir,List([5, 14)))	Relation(died on,List([15, 19), [20, 22)))	TemporalArgument(Christmas Eve 1914,List([23, 41)))	When John Muir died on Christmas Eve 1914 after 24 years in the home, his wife Louie had already passed away in 1905, and both daughters, Wanda and Helen were married and moved out.
0.9281860276351157		SimpleArgument(Five different families,List([0, 23)))	Relation(lived until,List([24, 29), [42, 47)))	TemporalArgument(the NPS aquired the Muir home in 1964 with the help of Henry Sax,List([48, 112)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
0.9281860276351157		SimpleArgument(Five different families,List([0, 23)))	Relation(lived until,List([24, 29), [42, 47)))	TemporalArgument(the NPS aquired the Muir home in 1964 with the help of Faire,List([48, 108)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
0.7901650380067528		SimpleArgument(the NPS,List([48, 55)))	Relation(aquired the Muir home with,List([56, 63), [64, 77), [86, 90)))	SimpleArgument(the fledgling John Muir Association,List([91, 126)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
0.6282134071975035		SimpleArgument(the NPS,List([48, 55)))	Relation(aquired the Muir home in,List([56, 63), [64, 77), [78, 80)))	TemporalArgument(1964,List([81, 85)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
0.852237435201363		SimpleArgument(the NPS,List([48, 55)))	Relation(aquired,List([56, 63)))	SimpleArgument(the Muir home,List([64, 77)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
0.9281860276351157		SimpleArgument(Five different families,List([0, 23)))	Relation(lived until,List([24, 29), [42, 47)))	TemporalArgument(the NPS aquired the Muir home in 1964 with the fledgling John Muir Association,List([48, 126)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
0.9111779447320654		SimpleArgument(Five different families,List([0, 23)))	Relation(lived in,List([24, 29), [30, 32)))	SpatialArgument(the home,List([33, 41)))	Five different families lived in the home until the NPS aquired the Muir home in 1964 with the help of Faire and Henry Sax and the fledgling John Muir Association.
