0.9436740204769645		SimpleArgument(Niret Alva,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(an anchor,List([14, 23)))	Niret Alva is an Indian television producer and anchor.
0.3991576880142734		SimpleArgument(He,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a world - class television presenter having automobile ( Wheels ) ( Living on Earth Report ) shows over the course of his career,List([11, 139)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9339862216393666		SimpleArgument(automobile ( Wheels,List([55, 74)))	Relation(Living on,List([79, 85), [86, 88)))	SpatialArgument(Earth Report,List([89, 101)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9270013767423977	Context(He is also a world - class television presenter having automobile ( Wheels ) ( Living on the Edge ) shows,List([0, 105)))	SimpleArgument(a world - class television presenter,List([11, 47)))	Relation(having,List([48, 54)))	SimpleArgument(automobile ( Wheels,List([55, 74)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9574198700561545	Context(He is also,List([0, 10)))	SimpleArgument(a world - class television presenter having automobile ( Wheels ) ( Living on the Edge ),List([11, 99)))	Relation(shows over,List([100, 105), [106, 110)))	TemporalArgument(the course of his career,List([111, 135)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.3991576880142734		SimpleArgument(He,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a world - class television presenter having automobile ( Wheels ) ( Living on the Edge ) shows over the course of his career,List([11, 135)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9216169339561846		SimpleArgument(automobile ( Wheels,List([55, 74)))	Relation(Living on,List([79, 85), [86, 88)))	SpatialArgument(the Edge,List([89, 97)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9171548321310207	Context(a world - class television presenter having,List([11, 54)))	SimpleArgument(anchored travel ( Great Escape ) ( Living on Earth Report,List([55, 112)))	Relation(shows over,List([115, 120), [121, 125)))	TemporalArgument(the course of his career,List([126, 150)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9199824799818783		SimpleArgument(a world - class television presenter,List([11, 47)))	Relation(having,List([48, 54)))	SimpleArgument(anchored travel ( Great Escape ) ( Living on Earth Report ) shows over the course of his career,List([55, 150)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.46321337686369213		SimpleArgument(He,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a world - class television presenter having anchored travel ( Great Escape ) ( Living on Earth Report ) shows over the course of his career,List([11, 150)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9171548321310207	Context(a world - class television presenter having,List([11, 54)))	SimpleArgument(anchored travel ( Great Escape ) ( Living on the Edge,List([55, 108)))	Relation(shows over,List([111, 116), [117, 121)))	TemporalArgument(the course of his career,List([122, 146)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9199824799818783		SimpleArgument(a world - class television presenter,List([11, 47)))	Relation(having,List([48, 54)))	SimpleArgument(anchored travel ( Great Escape ) ( Living on the Edge ) shows over the course of his career,List([55, 146)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.46321337686369213		SimpleArgument(He,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a world - class television presenter having anchored travel ( Great Escape ) ( Living on the Edge ) shows over the course of his career,List([11, 146)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.45170382506656653		SimpleArgument(He,List([0, 2)))	Relation(has been,List([3, 11)))	SimpleArgument(a runner up twice for the same show,List([12, 47)))	He has won an Asian Television Award for Best anchor for "Wheels" for BBC World and has been a runner up twice for the same show.
0.4978219019954182		SimpleArgument(He,List([0, 2)))	Relation(has won,List([3, 10)))	SimpleArgument(an Asian Television Award,List([11, 36)))	He has won an Asian Television Award for Best anchor for "Wheels" for BBC World and has been a runner up twice for the same show.
0.38089450366724514		SimpleArgument(Award,List([44, 49)))	Relation([is] National [from],List([35, 43)))	SimpleArgument(India,List([28, 34)))	In 2007, he was awarded the Indian National Award for Excellence in Science based Communication in the Visual Medium.
