0.8847999636040884		SimpleArgument(Prof. Dr. Ada Pellert,List([0, 21)))	Relation(is president of,List([22, 37)))	SimpleArgument(FernUniversität,List([38, 53)))	Prof. Dr. Ada Pellert is president of FernUniversität in Hagen/Germany.
0.45170382506656653		SimpleArgument(she,List([18, 21)))	Relation(has been working internationally as,List([22, 54), [55, 57)))	SimpleArgument(a consultant for non-profit organizations,List([58, 99)))	Since the 1990ies she has been working internationally as a consultant for profit and non-profit organizations.
0.45170382506656653		SimpleArgument(she,List([18, 21)))	Relation(has been working internationally as,List([22, 54), [55, 57)))	SimpleArgument(a consultant for profit,List([58, 81)))	Since the 1990ies she has been working internationally as a consultant for profit and non-profit organizations.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(life long learning strategies,List([37, 66)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(management,List([37, 47)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(diversity,List([37, 46)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(quality,List([37, 44)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(leadership,List([37, 47)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(human resource management,List([37, 62)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(personnel development,List([37, 58)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(organization,List([37, 49)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in research,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(change management,List([37, 54)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(life long learning strategies,List([37, 66)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(management,List([37, 47)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(diversity,List([37, 46)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(quality,List([37, 44)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(leadership,List([37, 47)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(human resource management,List([37, 62)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(personnel development,List([37, 58)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(organization,List([37, 49)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.6814400456876439		SimpleArgument(Her specialities in teaching,List([0, 28)))	Relation(include,List([29, 36)))	SimpleArgument(change management,List([37, 54)))	Her specialities in teaching and research include change management, organization and personnel development, human resource management and leadership, quality and diversity management and life long learning strategies.
0.30899953469486874		SimpleArgument(She,List([0, 3)))	Relation(has published,List([4, 17)))	SimpleArgument(many articles on her research areas,List([18, 53)))	She has published several books and many articles on her research areas.
0.45170382506656653		SimpleArgument(She,List([0, 3)))	Relation(has published,List([4, 17)))	SimpleArgument(several books,List([18, 31)))	She has published several books and many articles on her research areas.
